customer_id,party_id,customer_number,customer_segment,lifecycle_stage,acquisition_date,risk_tier,engagement_score
CUST002517,PTY002517,CN-0002517,small_business,inactive,2021-08-26,medium,60.08
CUST002518,PTY002518,CN-0002518,retail,prospect,2021-08-29,medium,53.44
CUST002519,PTY002519,CN-0002519,retail,active,2021-07-04,low,96.94
CUST002520,PTY002520,CN-0002520,small_business,lapsed,2021-03-23,high,21.82
CUST002521,PTY002521,CN-0002521,affluent,former,2019-11-12,low,0.33
CUST002522,PTY002522,CN-0002522,small_business,active,2020-10-17,medium,94.65
CUST002523,PTY002523,CN-0002523,affluent,former,2018-10-06,very_high,23.68
CUST002524,PTY002524,CN-0002524,retail,lapsed,2025-03-06,very_high,49.47
CUST002525,PTY002525,CN-0002525,small_business,inactive,2022-10-10,medium,61.75
CUST002526,PTY002526,CN-0002526,small_business,lapsed,2024-03-26,high,55.41
CUST002527,PTY002527,CN-0002527,retail,inactive,2019-12-02,high,17.03
CUST002528,PTY002528,CN-0002528,retail,lapsed,2021-11-19,high,10.14
CUST002529,PTY002529,CN-0002529,affluent,active,2019-04-19,very_high,36.82
CUST002530,PTY002530,CN-0002530,small_business,prospect,2018-12-11,low,33.6
CUST002531,PTY002531,CN-0002531,affluent,former,2018-08-02,low,36.33
CUST002532,PTY002532,CN-0002532,retail,active,2024-09-20,very_high,45.41
CUST002533,PTY002533,CN-0002533,small_business,active,2021-01-07,high,63.86
CUST002534,PTY002534,CN-0002534,retail,active,2021-12-31,very_high,87.38
CUST002535,PTY002535,CN-0002535,affluent,former,2026-03-17,high,11.21
CUST002536,PTY002536,CN-0002536,retail,active,2023-03-05,high,70.23
CUST002537,PTY002537,CN-0002537,small_business,active,2024-05-28,high,28.94
CUST002538,PTY002538,CN-0002538,retail,prospect,2024-10-06,high,23.14
CUST002539,PTY002539,CN-0002539,affluent,prospect,2023-09-23,medium,19.52
CUST002540,PTY002540,CN-0002540,retail,active,2023-12-11,low,87.38
CUST002541,PTY002541,CN-0002541,affluent,active,2018-10-09,medium,82.55
CUST002542,PTY002542,CN-0002542,affluent,active,2023-11-05,very_high,93.63
CUST002543,PTY002543,CN-0002543,small_business,inactive,2023-10-03,medium,81.21
CUST002544,PTY002544,CN-0002544,retail,active,2024-03-30,medium,47.99
CUST002545,PTY002545,CN-0002545,retail,prospect,2023-05-01,high,82.72
CUST002546,PTY002546,CN-0002546,retail,active,2022-11-16,low,31.35
CUST002547,PTY002547,CN-0002547,small_business,lapsed,2019-05-16,high,40.86
CUST002548,PTY002548,CN-0002548,retail,active,2025-05-31,medium,48.26
CUST002549,PTY002549,CN-0002549,retail,prospect,2023-09-28,low,35.62
CUST002550,PTY002550,CN-0002550,small_business,active,2025-09-09,high,27.92
CUST002551,PTY002551,CN-0002551,small_business,prospect,2022-04-12,very_high,44.27
CUST002552,PTY002552,CN-0002552,retail,inactive,2022-04-01,very_high,58.89
CUST002553,PTY002553,CN-0002553,small_business,active,2018-09-25,medium,81.36
CUST002554,PTY002554,CN-0002554,affluent,inactive,2019-07-14,high,88.87
CUST002555,PTY002555,CN-0002555,small_business,active,2025-01-20,high,5.27
CUST002556,PTY002556,CN-0002556,affluent,inactive,2024-08-03,low,68.95
CUST002557,PTY002557,CN-0002557,retail,inactive,2019-04-05,high,47.97
CUST002558,PTY002558,CN-0002558,retail,inactive,2024-06-23,medium,83.27
CUST002559,PTY002559,CN-0002559,affluent,active,2025-09-01,medium,9.52
CUST002560,PTY002560,CN-0002560,affluent,inactive,2018-12-15,very_high,66.36
CUST002561,PTY002561,CN-0002561,small_business,active,2021-04-04,high,38.99
CUST002562,PTY002562,CN-0002562,affluent,former,2026-04-04,high,61.93
CUST002563,PTY002563,CN-0002563,affluent,lapsed,2025-07-07,very_high,58.28
CUST002564,PTY002564,CN-0002564,retail,inactive,2022-11-30,high,82.39
CUST002565,PTY002565,CN-0002565,small_business,lapsed,2023-07-02,high,75.42
CUST002566,PTY002566,CN-0002566,affluent,lapsed,2019-06-02,low,84.26
CUST002567,PTY002567,CN-0002567,retail,active,2018-07-30,low,44.11
CUST002568,PTY002568,CN-0002568,small_business,lapsed,2024-07-19,low,82.0
CUST002569,PTY002569,CN-0002569,affluent,inactive,2021-05-10,medium,63.93
CUST002570,PTY002570,CN-0002570,retail,active,2023-01-25,low,92.62
CUST002571,PTY002571,CN-0002571,affluent,inactive,2026-06-02,high,91.59
CUST002572,PTY002572,CN-0002572,small_business,former,2020-12-11,low,78.99
CUST002573,PTY002573,CN-0002573,small_business,active,2020-04-24,medium,52.31
CUST002574,PTY002574,CN-0002574,affluent,prospect,2022-05-22,low,18.22
CUST002575,PTY002575,CN-0002575,affluent,prospect,2020-06-10,medium,52.82
CUST002576,PTY002576,CN-0002576,small_business,former,2021-10-31,low,77.54
CUST002577,PTY002577,CN-0002577,retail,inactive,2024-06-25,very_high,83.43
CUST002578,PTY002578,CN-0002578,small_business,active,2018-11-23,low,88.75
CUST002579,PTY002579,CN-0002579,affluent,former,2018-04-03,medium,83.34
CUST002580,PTY002580,CN-0002580,small_business,inactive,2022-12-29,low,37.04
CUST002581,PTY002581,CN-0002581,affluent,former,2019-08-29,very_high,92.46
CUST002582,PTY002582,CN-0002582,retail,active,2024-07-24,high,8.94
CUST002583,PTY002583,CN-0002583,small_business,lapsed,2025-05-15,low,75.45
CUST002584,PTY002584,CN-0002584,affluent,prospect,2023-03-19,high,19.52
CUST002585,PTY002585,CN-0002585,small_business,prospect,2025-07-20,low,12.19
CUST002586,PTY002586,CN-0002586,affluent,prospect,2020-09-14,low,24.86
CUST002587,PTY002587,CN-0002587,retail,former,2023-12-22,very_high,30.74
CUST002588,PTY002588,CN-0002588,small_business,active,2025-04-01,low,24.33
CUST002589,PTY002589,CN-0002589,retail,inactive,2022-10-14,low,69.01
CUST002590,PTY002590,CN-0002590,affluent,former,2021-09-05,low,85.56
CUST002591,PTY002591,CN-0002591,retail,prospect,2026-01-16,high,32.77
CUST002592,PTY002592,CN-0002592,small_business,active,2019-07-10,very_high,20.66
CUST002593,PTY002593,CN-0002593,small_business,lapsed,2018-10-13,very_high,20.56
CUST002594,PTY002594,CN-0002594,small_business,active,2026-06-30,very_high,7.89
CUST002595,PTY002595,CN-0002595,small_business,inactive,2025-09-28,very_high,56.83
CUST002596,PTY002596,CN-0002596,small_business,active,2020-05-06,low,70.43
CUST002597,PTY002597,CN-0002597,small_business,inactive,2025-01-10,high,97.54
CUST002598,PTY002598,CN-0002598,small_business,prospect,2026-06-05,high,63.29
CUST002599,PTY002599,CN-0002599,small_business,lapsed,2021-04-10,medium,8.59
CUST002600,PTY002600,CN-0002600,small_business,former,2021-10-01,very_high,23.94
CUST002601,PTY002601,CN-0002601,affluent,active,2023-06-20,high,34.67
CUST002602,PTY002602,CN-0002602,retail,active,2019-04-19,high,24.61
CUST002603,PTY002603,CN-0002603,affluent,prospect,2025-08-12,medium,83.83
CUST002604,PTY002604,CN-0002604,small_business,active,2020-09-09,medium,45.69
CUST002605,PTY002605,CN-0002605,affluent,inactive,2019-10-11,very_high,99.68
CUST002606,PTY002606,CN-0002606,small_business,active,2025-04-17,low,34.31
CUST002607,PTY002607,CN-0002607,small_business,active,2020-10-18,low,37.77
CUST002608,PTY002608,CN-0002608,small_business,prospect,2020-11-10,very_high,7.65
CUST002609,PTY002609,CN-0002609,affluent,lapsed,2019-03-06,very_high,95.89
CUST002610,PTY002610,CN-0002610,affluent,active,2021-08-17,high,53.54
CUST002611,PTY002611,CN-0002611,small_business,active,2025-02-13,high,4.29
CUST002612,PTY002612,CN-0002612,retail,prospect,2022-03-10,medium,66.93
CUST002613,PTY002613,CN-0002613,retail,active,2024-02-18,very_high,98.01
CUST002614,PTY002614,CN-0002614,small_business,active,2018-02-03,very_high,41.97
CUST002615,PTY002615,CN-0002615,retail,former,2022-09-26,low,26.33
CUST002616,PTY002616,CN-0002616,affluent,active,2020-11-27,very_high,11.61
CUST002617,PTY002617,CN-0002617,affluent,active,2026-06-20,high,79.42
CUST002618,PTY002618,CN-0002618,affluent,active,2018-03-30,low,41.84
CUST002619,PTY002619,CN-0002619,small_business,lapsed,2022-07-06,low,56.97
CUST002620,PTY002620,CN-0002620,affluent,inactive,2019-12-11,high,93.85
CUST002621,PTY002621,CN-0002621,small_business,former,2023-09-17,high,87.12
CUST002622,PTY002622,CN-0002622,small_business,prospect,2026-06-18,medium,83.12
CUST002623,PTY002623,CN-0002623,small_business,inactive,2026-08-08,very_high,13.58
CUST002624,PTY002624,CN-0002624,retail,active,2023-07-04,high,88.83
CUST002625,PTY002625,CN-0002625,affluent,active,2018-03-29,low,78.88
CUST002626,PTY002626,CN-0002626,small_business,former,2026-06-30,high,77.57
CUST002627,PTY002627,CN-0002627,retail,active,2026-08-03,high,94.71
CUST002628,PTY002628,CN-0002628,affluent,former,2024-08-16,low,50.73
CUST002629,PTY002629,CN-0002629,affluent,active,2020-04-21,very_high,65.19
CUST002630,PTY002630,CN-0002630,affluent,active,2022-01-11,medium,21.44
CUST002631,PTY002631,CN-0002631,small_business,active,2021-03-09,low,82.94
CUST002632,PTY002632,CN-0002632,retail,lapsed,2019-01-22,low,60.5
CUST002633,PTY002633,CN-0002633,retail,active,2024-12-25,medium,51.27
CUST002634,PTY002634,CN-0002634,small_business,prospect,2025-02-21,medium,54.5
CUST002635,PTY002635,CN-0002635,retail,active,2022-06-10,high,78.75
CUST002636,PTY002636,CN-0002636,small_business,prospect,2018-06-11,medium,86.24
CUST002637,PTY002637,CN-0002637,retail,inactive,2020-08-10,low,72.42
CUST002638,PTY002638,CN-0002638,small_business,active,2021-12-29,medium,0.73
CUST002639,PTY002639,CN-0002639,small_business,prospect,2026-07-02,low,5.66
CUST002640,PTY002640,CN-0002640,small_business,lapsed,2025-09-27,high,9.97
CUST002641,PTY002641,CN-0002641,retail,active,2020-05-31,high,99.78
CUST002642,PTY002642,CN-0002642,affluent,lapsed,2020-09-10,low,5.95
CUST002643,PTY002643,CN-0002643,affluent,inactive,2023-06-01,high,9.88
CUST002644,PTY002644,CN-0002644,retail,active,2025-02-11,high,54.4
CUST002645,PTY002645,CN-0002645,retail,inactive,2023-03-23,very_high,15.1
CUST002646,PTY002646,CN-0002646,small_business,former,2022-05-16,very_high,20.47
CUST002647,PTY002647,CN-0002647,small_business,prospect,2019-12-28,very_high,84.2
CUST002648,PTY002648,CN-0002648,retail,active,2019-08-14,low,26.5
CUST002649,PTY002649,CN-0002649,affluent,lapsed,2025-10-13,medium,17.24
CUST002650,PTY002650,CN-0002650,retail,inactive,2019-02-13,low,3.54
CUST002651,PTY002651,CN-0002651,small_business,inactive,2021-06-05,very_high,9.92
CUST002652,PTY002652,CN-0002652,retail,prospect,2022-04-12,very_high,1.2
CUST002653,PTY002653,CN-0002653,small_business,active,2024-02-16,medium,5.61
CUST002654,PTY002654,CN-0002654,retail,prospect,2019-09-13,high,77.94
CUST002655,PTY002655,CN-0002655,small_business,former,2020-08-26,very_high,72.14
CUST002656,PTY002656,CN-0002656,affluent,active,2018-10-15,medium,40.93
CUST002657,PTY002657,CN-0002657,affluent,prospect,2024-02-06,low,33.9
CUST002658,PTY002658,CN-0002658,affluent,active,2023-05-03,low,5.99
CUST002659,PTY002659,CN-0002659,retail,active,2023-07-21,high,95.53
CUST002660,PTY002660,CN-0002660,retail,prospect,2024-04-25,very_high,21.62
CUST002661,PTY002661,CN-0002661,retail,active,2023-03-06,low,65.43
CUST002662,PTY002662,CN-0002662,retail,prospect,2019-12-05,low,20.42
CUST002663,PTY002663,CN-0002663,affluent,prospect,2022-04-09,very_high,88.46
CUST002664,PTY002664,CN-0002664,small_business,active,2025-05-07,medium,18.56
CUST002665,PTY002665,CN-0002665,small_business,active,2018-04-13,high,74.35
CUST002666,PTY002666,CN-0002666,small_business,prospect,2019-04-04,medium,54.72
CUST002667,PTY002667,CN-0002667,small_business,former,2018-10-08,low,45.48
CUST002668,PTY002668,CN-0002668,retail,active,2021-06-08,low,98.33
CUST002669,PTY002669,CN-0002669,retail,former,2019-08-16,high,29.31
CUST002670,PTY002670,CN-0002670,retail,active,2019-06-24,medium,9.28
CUST002671,PTY002671,CN-0002671,retail,active,2022-06-16,high,18.11
CUST002672,PTY002672,CN-0002672,small_business,former,2024-08-04,low,14.19
CUST002673,PTY002673,CN-0002673,affluent,lapsed,2026-03-20,low,58.33
CUST002674,PTY002674,CN-0002674,affluent,former,2021-06-03,very_high,79.78
CUST002675,PTY002675,CN-0002675,retail,active,2023-04-28,low,20.82
CUST002676,PTY002676,CN-0002676,small_business,lapsed,2020-01-19,high,31.58
CUST002677,PTY002677,CN-0002677,retail,active,2020-07-09,very_high,7.89
CUST002678,PTY002678,CN-0002678,affluent,former,2023-03-23,high,72.02
CUST002679,PTY002679,CN-0002679,affluent,active,2018-04-09,high,94.8
CUST002680,PTY002680,CN-0002680,small_business,inactive,2025-10-05,high,11.19
CUST002681,PTY002681,CN-0002681,retail,prospect,2018-06-01,low,57.5
CUST002682,PTY002682,CN-0002682,small_business,inactive,2019-03-29,low,17.07
CUST002683,PTY002683,CN-0002683,affluent,active,2022-10-27,high,73.25
CUST002684,PTY002684,CN-0002684,small_business,active,2024-01-04,very_high,55.6
CUST002685,PTY002685,CN-0002685,affluent,active,2023-10-06,medium,21.39
CUST002686,PTY002686,CN-0002686,retail,prospect,2022-04-03,high,31.2
CUST002687,PTY002687,CN-0002687,retail,inactive,2020-11-26,medium,43.83
CUST002688,PTY002688,CN-0002688,affluent,prospect,2025-05-16,low,57.19
CUST002689,PTY002689,CN-0002689,small_business,inactive,2023-07-03,medium,8.58
CUST002690,PTY002690,CN-0002690,retail,prospect,2021-05-16,very_high,57.13
CUST002691,PTY002691,CN-0002691,affluent,former,2026-02-22,medium,39.3
CUST002692,PTY002692,CN-0002692,affluent,active,2026-03-11,medium,78.54
CUST002693,PTY002693,CN-0002693,small_business,inactive,2020-08-01,high,50.99
CUST002694,PTY002694,CN-0002694,small_business,prospect,2021-01-12,medium,11.73
CUST002695,PTY002695,CN-0002695,affluent,active,2024-06-09,high,27.43
CUST002696,PTY002696,CN-0002696,retail,lapsed,2020-02-07,low,16.82
CUST002697,PTY002697,CN-0002697,retail,lapsed,2019-11-13,very_high,68.63
CUST002698,PTY002698,CN-0002698,retail,former,2026-04-30,low,35.93
CUST002699,PTY002699,CN-0002699,retail,active,2021-09-08,medium,0.2
CUST002700,PTY002700,CN-0002700,retail,inactive,2018-03-26,very_high,24.87
CUST002701,PTY002701,CN-0002701,affluent,lapsed,2021-04-09,very_high,45.34
CUST002702,PTY002702,CN-0002702,retail,inactive,2024-08-28,low,0.34
CUST002703,PTY002703,CN-0002703,affluent,former,2023-11-05,low,12.13
CUST002704,PTY002704,CN-0002704,small_business,former,2019-05-03,low,2.31
CUST002705,PTY002705,CN-0002705,small_business,inactive,2019-01-14,medium,82.04
CUST002706,PTY002706,CN-0002706,affluent,active,2019-07-23,medium,93.38
CUST002707,PTY002707,CN-0002707,affluent,lapsed,2026-04-28,very_high,74.0
CUST002708,PTY002708,CN-0002708,retail,active,2024-12-05,low,54.18
CUST002709,PTY002709,CN-0002709,small_business,active,2026-03-22,low,94.28
CUST002710,PTY002710,CN-0002710,small_business,active,2024-02-22,high,38.85
CUST002711,PTY002711,CN-0002711,retail,prospect,2018-06-16,high,68.43
CUST002712,PTY002712,CN-0002712,small_business,prospect,2020-10-17,low,72.3
CUST002713,PTY002713,CN-0002713,small_business,prospect,2020-09-27,low,52.34
CUST002714,PTY002714,CN-0002714,small_business,prospect,2018-12-15,high,69.43
CUST002715,PTY002715,CN-0002715,affluent,active,2021-09-12,high,15.01
CUST002716,PTY002716,CN-0002716,retail,lapsed,2018-03-16,high,80.49
CUST002717,PTY002717,CN-0002717,retail,prospect,2025-06-15,high,20.35
CUST002718,PTY002718,CN-0002718,retail,active,2026-07-21,very_high,41.11
CUST002719,PTY002719,CN-0002719,small_business,active,2023-01-03,high,28.34
CUST002720,PTY002720,CN-0002720,small_business,former,2025-11-23,very_high,43.19
CUST002721,PTY002721,CN-0002721,affluent,prospect,2019-08-31,low,5.86
CUST002722,PTY002722,CN-0002722,small_business,lapsed,2019-07-20,low,81.01
CUST002723,PTY002723,CN-0002723,affluent,prospect,2025-12-03,medium,92.07
CUST002724,PTY002724,CN-0002724,retail,inactive,2025-04-27,very_high,59.65
CUST002725,PTY002725,CN-0002725,small_business,prospect,2026-08-08,medium,96.1
CUST002726,PTY002726,CN-0002726,retail,prospect,2022-05-21,high,50.08
CUST002727,PTY002727,CN-0002727,small_business,active,2018-10-14,high,90.48
CUST002728,PTY002728,CN-0002728,retail,former,2023-03-31,high,63.72
CUST002729,PTY002729,CN-0002729,small_business,active,2020-02-29,medium,95.1
CUST002730,PTY002730,CN-0002730,small_business,active,2020-06-29,low,0.84
CUST002731,PTY002731,CN-0002731,retail,inactive,2018-12-24,low,99.25
CUST002732,PTY002732,CN-0002732,retail,inactive,2024-04-12,high,10.72
CUST002733,PTY002733,CN-0002733,affluent,active,2019-04-21,low,62.83
CUST002734,PTY002734,CN-0002734,small_business,active,2025-01-30,low,28.69
CUST002735,PTY002735,CN-0002735,retail,prospect,2022-06-17,low,46.46
CUST002736,PTY002736,CN-0002736,retail,prospect,2019-12-10,high,42.65
CUST002737,PTY002737,CN-0002737,retail,prospect,2018-04-07,medium,56.16
CUST002738,PTY002738,CN-0002738,retail,active,2023-11-10,low,2.96
CUST002739,PTY002739,CN-0002739,affluent,active,2026-02-11,medium,98.36
CUST002740,PTY002740,CN-0002740,affluent,lapsed,2019-06-05,very_high,6.86
CUST002741,PTY002741,CN-0002741,retail,prospect,2019-01-02,high,94.65
CUST002742,PTY002742,CN-0002742,small_business,prospect,2026-01-08,very_high,73.54
CUST002743,PTY002743,CN-0002743,small_business,active,2022-11-18,high,31.21
CUST002744,PTY002744,CN-0002744,retail,active,2026-02-19,medium,89.38
CUST002745,PTY002745,CN-0002745,small_business,active,2022-12-07,high,38.28
CUST002746,PTY002746,CN-0002746,retail,inactive,2018-04-14,low,33.29
CUST002747,PTY002747,CN-0002747,small_business,active,2018-01-29,medium,96.4
CUST002748,PTY002748,CN-0002748,small_business,former,2021-06-20,medium,25.95
CUST002749,PTY002749,CN-0002749,affluent,active,2021-12-03,low,49.12
CUST002750,PTY002750,CN-0002750,affluent,active,2022-08-06,medium,94.02
CUST002751,PTY002751,CN-0002751,retail,lapsed,2026-06-28,medium,82.61
CUST002752,PTY002752,CN-0002752,retail,active,2025-06-29,very_high,98.69
CUST002753,PTY002753,CN-0002753,small_business,former,2023-09-18,very_high,70.36
CUST002754,PTY002754,CN-0002754,small_business,lapsed,2022-05-06,very_high,95.27
CUST002755,PTY002755,CN-0002755,small_business,prospect,2019-06-17,very_high,88.39
CUST002756,PTY002756,CN-0002756,affluent,active,2022-08-02,high,79.01
CUST002757,PTY002757,CN-0002757,small_business,active,2021-04-16,low,66.24
CUST002758,PTY002758,CN-0002758,retail,lapsed,2024-06-26,medium,36.16
CUST002759,PTY002759,CN-0002759,small_business,prospect,2018-05-30,high,50.06
CUST002760,PTY002760,CN-0002760,small_business,active,2023-06-03,medium,23.53
CUST002761,PTY002761,CN-0002761,retail,active,2021-01-18,low,30.72
CUST002762,PTY002762,CN-0002762,affluent,former,2022-09-14,very_high,54.77
CUST002763,PTY002763,CN-0002763,retail,prospect,2019-03-29,high,79.06
CUST002764,PTY002764,CN-0002764,small_business,inactive,2022-11-08,high,16.36
CUST002765,PTY002765,CN-0002765,affluent,former,2020-11-17,medium,1.72
CUST002766,PTY002766,CN-0002766,affluent,lapsed,2022-06-26,high,80.1
CUST002767,PTY002767,CN-0002767,retail,former,2025-03-17,low,10.11
CUST002768,PTY002768,CN-0002768,affluent,active,2025-12-19,medium,54.67
CUST002769,PTY002769,CN-0002769,affluent,active,2018-11-25,very_high,24.91
CUST002770,PTY002770,CN-0002770,small_business,active,2025-07-01,high,22.53
CUST002771,PTY002771,CN-0002771,affluent,former,2025-08-05,high,50.04
CUST002772,PTY002772,CN-0002772,retail,lapsed,2023-08-22,low,52.82
CUST002773,PTY002773,CN-0002773,affluent,former,2021-02-09,very_high,53.68
CUST002774,PTY002774,CN-0002774,small_business,active,2022-07-18,low,34.73
CUST002775,PTY002775,CN-0002775,retail,prospect,2019-02-07,medium,9.11
CUST002776,PTY002776,CN-0002776,small_business,active,2022-02-28,high,8.23
CUST002777,PTY002777,CN-0002777,retail,active,2026-02-22,low,11.85
CUST002778,PTY002778,CN-0002778,retail,active,2022-07-03,very_high,0.42
CUST002779,PTY002779,CN-0002779,small_business,active,2020-09-08,low,71.35
CUST002780,PTY002780,CN-0002780,affluent,active,2025-03-14,low,98.75
CUST002781,PTY002781,CN-0002781,retail,prospect,2020-04-09,medium,10.5
CUST002782,PTY002782,CN-0002782,affluent,former,2023-01-04,low,8.02
CUST002783,PTY002783,CN-0002783,retail,prospect,2021-02-04,medium,29.78
CUST002784,PTY002784,CN-0002784,retail,active,2023-04-29,low,75.02
CUST002785,PTY002785,CN-0002785,affluent,prospect,2023-07-27,very_high,76.19
CUST002786,PTY002786,CN-0002786,small_business,prospect,2024-03-22,low,88.46
CUST002787,PTY002787,CN-0002787,small_business,active,2026-07-01,high,68.37
CUST002788,PTY002788,CN-0002788,retail,lapsed,2024-12-01,high,9.85
CUST002789,PTY002789,CN-0002789,small_business,former,2025-04-08,very_high,82.15
CUST002790,PTY002790,CN-0002790,small_business,prospect,2021-09-08,low,7.7
CUST002791,PTY002791,CN-0002791,small_business,active,2022-11-28,high,53.01
CUST002792,PTY002792,CN-0002792,retail,prospect,2025-12-02,very_high,92.26
CUST002793,PTY002793,CN-0002793,affluent,lapsed,2024-04-05,very_high,52.26
CUST002794,PTY002794,CN-0002794,small_business,active,2018-01-15,very_high,59.87
CUST002795,PTY002795,CN-0002795,affluent,active,2018-08-19,very_high,11.2
CUST002796,PTY002796,CN-0002796,retail,active,2022-08-29,low,55.25
CUST002797,PTY002797,CN-0002797,retail,former,2023-09-29,very_high,97.59
CUST002798,PTY002798,CN-0002798,retail,active,2019-09-26,very_high,25.13
CUST002799,PTY002799,CN-0002799,retail,inactive,2023-07-02,medium,48.52
CUST002800,PTY002800,CN-0002800,retail,active,2020-07-17,very_high,55.97
CUST002801,PTY002801,CN-0002801,retail,active,2019-03-11,high,54.7
CUST002802,PTY002802,CN-0002802,affluent,lapsed,2025-07-22,high,78.44
CUST002803,PTY002803,CN-0002803,affluent,prospect,2023-03-22,low,16.97
CUST002804,PTY002804,CN-0002804,affluent,former,2020-11-18,high,19.42
CUST002805,PTY002805,CN-0002805,retail,active,2026-08-12,very_high,96.4
CUST002806,PTY002806,CN-0002806,retail,active,2019-10-27,low,78.93
CUST002807,PTY002807,CN-0002807,affluent,lapsed,2022-04-24,very_high,55.15
CUST002808,PTY002808,CN-0002808,small_business,active,2023-02-11,very_high,1.99
CUST002809,PTY002809,CN-0002809,affluent,lapsed,2022-12-18,high,6.63
CUST002810,PTY002810,CN-0002810,affluent,prospect,2024-12-13,medium,57.81
CUST002811,PTY002811,CN-0002811,affluent,lapsed,2022-02-02,medium,8.94
CUST002812,PTY002812,CN-0002812,affluent,prospect,2018-08-13,very_high,89.46
CUST002813,PTY002813,CN-0002813,small_business,prospect,2019-08-18,low,48.03
CUST002814,PTY002814,CN-0002814,retail,active,2018-02-09,high,4.64
CUST002815,PTY002815,CN-0002815,affluent,former,2025-04-11,high,89.28
CUST002816,PTY002816,CN-0002816,small_business,former,2019-10-04,medium,70.28
CUST002817,PTY002817,CN-0002817,retail,inactive,2025-10-17,medium,57.79
CUST002818,PTY002818,CN-0002818,affluent,former,2021-03-27,high,50.34
CUST002819,PTY002819,CN-0002819,retail,prospect,2020-06-21,high,91.29
CUST002820,PTY002820,CN-0002820,small_business,inactive,2026-04-14,low,81.4
CUST002821,PTY002821,CN-0002821,retail,prospect,2021-07-19,medium,10.09
CUST002822,PTY002822,CN-0002822,small_business,active,2018-10-19,high,76.37
CUST002823,PTY002823,CN-0002823,affluent,active,2026-01-04,high,40.43
CUST002824,PTY002824,CN-0002824,retail,lapsed,2020-09-30,high,23.27
CUST002825,PTY002825,CN-0002825,retail,prospect,2024-03-02,low,32.59
CUST002826,PTY002826,CN-0002826,small_business,active,2019-05-01,very_high,25.96
CUST002827,PTY002827,CN-0002827,small_business,inactive,2019-09-29,very_high,85.55
CUST002828,PTY002828,CN-0002828,small_business,active,2019-05-16,medium,55.18
CUST002829,PTY002829,CN-0002829,affluent,former,2021-08-07,low,13.68
CUST002830,PTY002830,CN-0002830,retail,active,2026-08-22,very_high,32.95
CUST002831,PTY002831,CN-0002831,retail,active,2019-02-08,high,76.51
CUST002832,PTY002832,CN-0002832,affluent,prospect,2023-08-01,high,36.23
CUST002833,PTY002833,CN-0002833,small_business,former,2019-09-26,low,76.24
CUST002834,PTY002834,CN-0002834,small_business,active,2024-09-17,medium,73.44
CUST002835,PTY002835,CN-0002835,retail,active,2018-03-19,high,43.51
CUST002836,PTY002836,CN-0002836,small_business,former,2026-04-12,high,42.29
CUST002837,PTY002837,CN-0002837,small_business,active,2023-03-10,low,35.81
CUST002838,PTY002838,CN-0002838,retail,prospect,2022-12-14,very_high,20.36
CUST002839,PTY002839,CN-0002839,small_business,prospect,2023-08-11,high,38.43
CUST002840,PTY002840,CN-0002840,affluent,active,2020-12-15,medium,48.12
CUST002841,PTY002841,CN-0002841,retail,active,2026-02-08,low,48.67
CUST002842,PTY002842,CN-0002842,retail,inactive,2021-06-11,low,77.63
CUST002843,PTY002843,CN-0002843,small_business,former,2022-12-17,low,84.05
CUST002844,PTY002844,CN-0002844,small_business,lapsed,2023-08-24,very_high,67.17
CUST002845,PTY002845,CN-0002845,retail,active,2022-04-20,medium,33.23
CUST002846,PTY002846,CN-0002846,small_business,lapsed,2026-08-23,very_high,98.13
CUST002847,PTY002847,CN-0002847,retail,inactive,2023-01-21,high,99.7
CUST002848,PTY002848,CN-0002848,small_business,active,2023-01-12,high,13.61
CUST002849,PTY002849,CN-0002849,affluent,active,2022-12-30,medium,14.38
CUST002850,PTY002850,CN-0002850,affluent,active,2018-10-04,high,20.82
CUST002851,PTY002851,CN-0002851,small_business,active,2024-02-25,very_high,69.16
CUST002852,PTY002852,CN-0002852,affluent,active,2022-01-06,medium,89.31
CUST002853,PTY002853,CN-0002853,affluent,inactive,2022-11-02,very_high,60.74
CUST002854,PTY002854,CN-0002854,affluent,lapsed,2022-07-23,low,79.73
CUST002855,PTY002855,CN-0002855,affluent,active,2023-10-19,medium,17.64
CUST002856,PTY002856,CN-0002856,small_business,former,2025-10-13,high,77.74
CUST002857,PTY002857,CN-0002857,retail,active,2020-11-29,low,68.73
CUST002858,PTY002858,CN-0002858,retail,active,2024-10-09,medium,57.77
CUST002859,PTY002859,CN-0002859,retail,active,2026-04-29,very_high,42.91
CUST002860,PTY002860,CN-0002860,retail,active,2020-11-20,medium,68.18
CUST002861,PTY002861,CN-0002861,small_business,active,2026-04-11,very_high,5.78
CUST002862,PTY002862,CN-0002862,affluent,inactive,2023-04-25,very_high,49.98
CUST002863,PTY002863,CN-0002863,small_business,active,2021-10-20,medium,43.63
CUST002864,PTY002864,CN-0002864,affluent,lapsed,2018-11-12,low,24.12
CUST002865,PTY002865,CN-0002865,small_business,active,2023-11-29,medium,47.69
CUST002866,PTY002866,CN-0002866,affluent,former,2022-07-07,medium,45.54
CUST002867,PTY002867,CN-0002867,retail,prospect,2020-04-24,medium,17.54
CUST002868,PTY002868,CN-0002868,retail,active,2025-03-20,low,10.64
CUST002869,PTY002869,CN-0002869,small_business,former,2018-11-04,high,65.12
CUST002870,PTY002870,CN-0002870,small_business,inactive,2023-07-01,low,96.87
