claim_id,claim_number,policy_id,customer_id,policy_coverage_id,loss_date,report_date,claim_status,loss_cause,paid_amount,reserve_amount
CLM002291,CN-00002291,POL002391,CUST004006,COV002291,2026-05-09,2026-05-21,denied,collision,505.46,91.41
CLM002292,CN-00002292,POL002392,CUST002024,COV002292,2026-05-21,2026-05-25,open,fire,359.38,27.07
CLM002293,CN-00002293,POL002393,CUST004249,COV002293,2024-02-04,2024-02-11,denied,other,807.57,107.13
CLM002294,CN-00002294,POL002394,CUST002766,COV002294,2026-09-15,2026-09-25,closed,collision,599.88,109.61
CLM002295,CN-00002295,POL002395,CUST000784,COV002295,2026-07-11,2026-07-19,closed,other,137.43,37.35
CLM002296,CN-00002296,POL002396,CUST004383,COV002296,2025-06-27,2025-07-06,closed,theft,922.75,44.78
CLM002297,CN-00002297,POL002397,CUST000193,COV002297,2026-02-06,2026-02-11,subrogation,liability,537.59,105.7
CLM002298,CN-00002298,POL002398,CUST004856,COV002298,2024-01-15,2024-01-17,reopened,other,648.47,169.27
CLM002299,CN-00002299,POL002399,CUST002423,COV002299,2024-06-24,2024-07-01,denied,collision,780.95,120.66
CLM002300,CN-00002300,POL002400,CUST000942,COV002300,2024-01-21,2024-02-01,closed,water_damage,12295.46,2509.24
CLM002301,CN-00002301,POL002401,CUST000867,COV002301,2025-01-21,2025-02-02,open,collision,677.62,139.67
CLM002302,CN-00002302,POL002402,CUST004011,COV002302,2024-05-05,2024-05-12,subrogation,fire,726.15,127.44
CLM002303,CN-00002303,POL002403,CUST000534,COV002303,2026-02-17,2026-02-22,open,fire,612.77,137.76
CLM002304,CN-00002304,POL002404,CUST004469,COV002304,2026-08-26,2026-08-28,reopened,collision,9325.55,2145.34
CLM002305,CN-00002305,POL002405,CUST003513,COV002305,2025-03-26,2025-03-31,open,weather,296.75,29.97
CLM002306,CN-00002306,POL002406,CUST004031,COV002306,2026-08-01,2026-08-07,reopened,weather,228.89,33.48
CLM002307,CN-00002307,POL002407,CUST004249,COV002307,2024-06-10,2024-06-10,reopened,water_damage,258.78,2.29
CLM002308,CN-00002308,POL002408,CUST003020,COV002308,2026-01-07,2026-01-21,closed,liability,749.1,170.56
CLM002309,CN-00002309,POL002409,CUST003133,COV002309,2024-02-15,2024-02-27,closed,collision,276.01,25.29
CLM002310,CN-00002310,POL002410,CUST004087,COV002310,2025-02-19,2025-03-01,closed,collision,963.91,55.98
CLM002311,CN-00002311,POL002411,CUST003080,COV002311,2025-09-13,2025-09-27,closed,liability,975.88,129.04
CLM002312,CN-00002312,POL002412,CUST000275,COV002312,2025-08-04,2025-08-10,closed,fire,875.66,21.85
CLM002313,CN-00002313,POL002413,CUST000918,COV002313,2024-06-06,2024-06-14,closed,other,82.74,10.69
CLM002314,CN-00002314,POL002414,CUST002256,COV002314,2026-04-21,2026-04-30,denied,theft,4005.17,537.65
CLM002315,CN-00002315,POL002415,CUST000929,COV002315,2025-01-24,2025-01-26,closed,liability,810.62,235.95
CLM002316,CN-00002316,POL002416,CUST000435,COV002316,2026-07-11,2026-07-13,reopened,other,13436.83,2138.45
CLM002317,CN-00002317,POL002417,CUST003569,COV002317,2025-06-18,2025-06-29,closed,liability,698.3,7.91
CLM002318,CN-00002318,POL002418,CUST003891,COV002318,2025-07-01,2025-07-03,reopened,liability,180.66,3.91
CLM002319,CN-00002319,POL002419,CUST004195,COV002319,2024-03-19,2024-03-24,reopened,liability,380.95,113.4
CLM002320,CN-00002320,POL002420,CUST002913,COV002320,2025-04-02,2025-04-04,open,collision,671.08,99.6
CLM002321,CN-00002321,POL002421,CUST004906,COV002321,2026-01-27,2026-02-02,closed,other,92.17,22.25
CLM002322,CN-00002322,POL002422,CUST000444,COV002322,2026-08-27,2026-08-31,subrogation,other,458.29,103.26
CLM002323,CN-00002323,POL002423,CUST004679,COV002323,2026-01-19,2026-01-20,closed,weather,726.1,27.4
CLM002324,CN-00002324,POL002424,CUST004041,COV002324,2024-12-15,2024-12-21,closed,liability,718.11,79.08
CLM002325,CN-00002325,POL002425,CUST004968,COV002325,2024-10-10,2024-10-16,closed,weather,630.2,167.53
CLM002326,CN-00002326,POL002426,CUST003157,COV002326,2026-06-29,2026-07-09,open,water_damage,746.77,125.82
CLM002327,CN-00002327,POL002427,CUST001146,COV002327,2024-01-06,2024-01-06,open,other,230.16,10.58
CLM002328,CN-00002328,POL002428,CUST003629,COV002328,2026-04-15,2026-04-24,open,water_damage,533.95,69.1
CLM002329,CN-00002329,POL002429,CUST001457,COV002329,2024-02-22,2024-02-27,closed,fire,138.51,21.5
CLM002330,CN-00002330,POL002430,CUST002038,COV002330,2025-07-10,2025-07-10,closed,collision,846.97,253.15
CLM002331,CN-00002331,POL002431,CUST004424,COV002331,2024-07-09,2024-07-09,denied,liability,766.56,28.09
CLM002332,CN-00002332,POL002432,CUST002600,COV002332,2025-03-25,2025-03-26,closed,water_damage,441.53,35.22
CLM002333,CN-00002333,POL002433,CUST004652,COV002333,2024-07-08,2024-07-11,open,weather,104.26,24.35
CLM002334,CN-00002334,POL002434,CUST001607,COV002334,2024-10-10,2024-10-18,open,fire,342.7,83.33
CLM002335,CN-00002335,POL002435,CUST001857,COV002335,2025-11-05,2025-11-06,open,other,676.37,79.36
CLM002336,CN-00002336,POL002436,CUST002492,COV002336,2025-02-18,2025-02-27,reopened,collision,553.13,64.54
CLM002337,CN-00002337,POL002437,CUST000544,COV002337,2024-11-15,2024-11-19,subrogation,liability,207.4,21.7
CLM002338,CN-00002338,POL002438,CUST000349,COV002338,2024-07-16,2024-07-19,open,fire,947.84,68.83
CLM002339,CN-00002339,POL002439,CUST003696,COV002339,2025-01-17,2025-01-25,closed,weather,544.73,27.31
CLM002340,CN-00002340,POL002440,CUST004022,COV002340,2025-07-01,2025-07-10,closed,collision,3664.3,986.03
CLM002341,CN-00002341,POL002441,CUST001222,COV002341,2025-06-29,2025-07-08,denied,weather,745.72,209.51
CLM002342,CN-00002342,POL002442,CUST004200,COV002342,2024-03-06,2024-03-18,open,weather,959.61,167.39
CLM002343,CN-00002343,POL002443,CUST003843,COV002343,2025-03-23,2025-03-31,closed,collision,889.3,17.96
CLM002344,CN-00002344,POL002444,CUST000849,COV002344,2024-01-17,2024-01-28,open,water_damage,669.75,170.1
CLM002345,CN-00002345,POL002445,CUST000663,COV002345,2025-11-29,2025-12-02,closed,theft,737.19,52.66
CLM002346,CN-00002346,POL002446,CUST004017,COV002346,2025-03-04,2025-03-06,reopened,weather,749.09,102.25
CLM002347,CN-00002347,POL002447,CUST000495,COV002347,2025-06-16,2025-06-27,closed,other,661.69,24.4
CLM002348,CN-00002348,POL002448,CUST003439,COV002348,2025-01-21,2025-01-24,closed,fire,230.74,47.79
CLM002349,CN-00002349,POL002449,CUST003944,COV002349,2026-01-26,2026-02-05,open,fire,708.99,194.89
CLM002350,CN-00002350,POL002450,CUST004353,COV002350,2024-01-03,2024-01-15,closed,liability,326.3,45.7
CLM002351,CN-00002351,POL002451,CUST001755,COV002351,2026-03-22,2026-03-23,closed,fire,434.35,46.99
CLM002352,CN-00002352,POL002452,CUST003794,COV002352,2026-05-16,2026-05-21,closed,water_damage,795.46,184.26
CLM002353,CN-00002353,POL002453,CUST004957,COV002353,2024-08-07,2024-08-17,open,other,11657.84,1500.68
CLM002354,CN-00002354,POL002454,CUST004010,COV002354,2025-05-29,2025-06-08,closed,theft,913.89,198.92
CLM002355,CN-00002355,POL002455,CUST003473,COV002355,2024-01-30,2024-02-05,denied,other,568.07,92.56
CLM002356,CN-00002356,POL002456,CUST002378,COV002356,2024-04-21,2024-05-05,subrogation,collision,830.46,40.32
CLM002357,CN-00002357,POL002457,CUST004466,COV002357,2024-04-22,2024-04-28,closed,water_damage,585.11,137.19
CLM002358,CN-00002358,POL002458,CUST002350,COV002358,2024-07-31,2024-08-12,open,theft,238.57,4.77
CLM002359,CN-00002359,POL002459,CUST004428,COV002359,2025-03-14,2025-03-24,reopened,weather,925.81,167.72
CLM002360,CN-00002360,POL002460,CUST004188,COV002360,2024-09-17,2024-09-21,subrogation,water_damage,303.49,26.61
CLM002361,CN-00002361,POL002461,CUST000064,COV002361,2026-03-11,2026-03-24,closed,collision,643.25,114.9
CLM002362,CN-00002362,POL002462,CUST003299,COV002362,2025-05-20,2025-06-01,subrogation,theft,515.93,90.22
CLM002363,CN-00002363,POL002463,CUST003049,COV002363,2025-09-03,2025-09-16,closed,collision,916.61,177.1
CLM002364,CN-00002364,POL002464,CUST003167,COV002364,2026-05-02,2026-05-05,subrogation,weather,709.37,28.11
CLM002365,CN-00002365,POL002465,CUST003429,COV002365,2026-04-20,2026-04-21,reopened,other,918.23,231.54
CLM002366,CN-00002366,POL002466,CUST001230,COV002366,2024-09-24,2024-09-29,open,collision,51.6,1.03
CLM002367,CN-00002367,POL002467,CUST001341,COV002367,2025-09-24,2025-10-03,reopened,other,98.39,16.5
CLM002368,CN-00002368,POL002468,CUST000025,COV002368,2025-08-06,2025-08-20,open,other,691.37,123.96
CLM002369,CN-00002369,POL002469,CUST002347,COV002369,2026-02-26,2026-02-26,closed,theft,254.16,54.83
CLM002370,CN-00002370,POL002470,CUST001192,COV002370,2026-09-12,2026-09-16,open,liability,288.36,55.34
CLM002371,CN-00002371,POL002471,CUST004551,COV002371,2024-08-03,2024-08-14,reopened,liability,648.32,153.61
CLM002372,CN-00002372,POL002472,CUST001184,COV002372,2024-07-10,2024-07-11,open,fire,187.1,9.05
CLM002373,CN-00002373,POL002473,CUST003511,COV002373,2024-08-21,2024-09-03,closed,liability,622.17,121.44
CLM002374,CN-00002374,POL002474,CUST003188,COV002374,2025-02-20,2025-02-22,subrogation,water_damage,306.71,60.99
CLM002375,CN-00002375,POL002475,CUST001664,COV002375,2024-12-05,2024-12-06,denied,liability,147.39,1.67
CLM002376,CN-00002376,POL002476,CUST003520,COV002376,2024-07-16,2024-07-20,reopened,liability,242.03,34.02
CLM002377,CN-00002377,POL002477,CUST004337,COV002377,2025-01-09,2025-01-20,closed,collision,112.85,18.21
CLM002378,CN-00002378,POL002478,CUST003553,COV002378,2026-01-06,2026-01-18,open,collision,155.37,8.69
CLM002379,CN-00002379,POL002479,CUST001164,COV002379,2024-06-04,2024-06-07,closed,liability,751.34,189.84
CLM002380,CN-00002380,POL002480,CUST004019,COV002380,2026-03-26,2026-04-05,subrogation,fire,490.56,123.15
CLM002381,CN-00002381,POL002481,CUST004283,COV002381,2024-04-28,2024-04-30,closed,other,719.83,154.57
CLM002382,CN-00002382,POL002482,CUST001614,COV002382,2026-07-25,2026-08-02,subrogation,liability,825.9,112.24
CLM002383,CN-00002383,POL002483,CUST003233,COV002383,2025-08-10,2025-08-21,reopened,theft,378.25,85.72
CLM002384,CN-00002384,POL002484,CUST000723,COV002384,2024-09-16,2024-09-23,closed,water_damage,602.27,162.47
CLM002385,CN-00002385,POL002485,CUST003640,COV002385,2025-09-09,2025-09-13,closed,weather,479.26,104.73
CLM002386,CN-00002386,POL002486,CUST001876,COV002386,2025-07-11,2025-07-24,closed,weather,11962.73,774.6
CLM002387,CN-00002387,POL002487,CUST000372,COV002387,2025-12-05,2025-12-17,reopened,fire,571.3,134.09
CLM002388,CN-00002388,POL002488,CUST004704,COV002388,2024-03-28,2024-03-30,closed,collision,995.13,177.16
CLM002389,CN-00002389,POL002489,CUST003981,COV002389,2026-07-10,2026-07-19,closed,other,319.29,45.21
CLM002390,CN-00002390,POL002490,CUST000962,COV002390,2025-09-18,2025-09-24,reopened,water_damage,582.24,33.3
CLM002391,CN-00002391,POL002491,CUST003869,COV002391,2025-10-02,2025-10-05,denied,other,356.0,0.2
CLM002392,CN-00002392,POL002492,CUST004962,COV002392,2026-03-07,2026-03-12,denied,theft,963.7,17.74
CLM002393,CN-00002393,POL002493,CUST001157,COV002393,2024-01-29,2024-01-31,open,water_damage,798.24,166.55
CLM002394,CN-00002394,POL002494,CUST001495,COV002394,2025-06-24,2025-06-28,subrogation,liability,460.45,46.16
CLM002395,CN-00002395,POL002495,CUST001208,COV002395,2024-01-01,2024-01-13,reopened,collision,750.86,184.75
CLM002396,CN-00002396,POL002496,CUST003810,COV002396,2026-06-11,2026-06-18,closed,weather,6422.11,1093.75
CLM002397,CN-00002397,POL002497,CUST002908,COV002397,2026-01-16,2026-01-25,closed,weather,485.19,74.59
CLM002398,CN-00002398,POL002498,CUST004657,COV002398,2024-07-02,2024-07-04,reopened,water_damage,318.91,27.45
CLM002399,CN-00002399,POL002499,CUST002677,COV002399,2026-03-24,2026-03-31,denied,liability,980.59,216.98
CLM002400,CN-00002400,POL002500,CUST001831,COV002400,2024-08-06,2024-08-16,subrogation,collision,230.32,28.38
CLM002401,CN-00002401,POL002501,CUST002352,COV002401,2024-10-22,2024-10-24,subrogation,liability,997.84,196.66
CLM002402,CN-00002402,POL002502,CUST003210,COV002402,2025-10-02,2025-10-07,denied,other,959.56,84.83
CLM002403,CN-00002403,POL002503,CUST001225,COV002403,2024-05-02,2024-05-14,closed,theft,832.65,60.14
CLM002404,CN-00002404,POL002504,CUST000693,COV002404,2026-07-13,2026-07-18,closed,theft,636.7,42.4
CLM002405,CN-00002405,POL002505,CUST004070,COV002405,2025-12-03,2025-12-14,closed,fire,375.68,82.2
CLM002406,CN-00002406,POL002506,CUST003902,COV002406,2024-07-18,2024-07-29,closed,liability,677.58,111.84
CLM002407,CN-00002407,POL002507,CUST001993,COV002407,2024-01-07,2024-01-10,denied,theft,202.41,44.09
CLM002408,CN-00002408,POL002508,CUST001969,COV002408,2026-04-06,2026-04-14,subrogation,water_damage,10236.16,86.74
CLM002409,CN-00002409,POL002509,CUST003563,COV002409,2026-03-17,2026-03-18,closed,other,621.63,120.38
CLM002410,CN-00002410,POL002510,CUST000053,COV002410,2025-07-21,2025-07-30,denied,collision,834.24,9.28
CLM002411,CN-00002411,POL002511,CUST002998,COV002411,2025-11-27,2025-12-06,reopened,fire,14181.73,3219.52
CLM002412,CN-00002412,POL002512,CUST002117,COV002412,2024-09-05,2024-09-13,closed,liability,279.45,48.15
CLM002413,CN-00002413,POL002513,CUST001487,COV002413,2026-06-27,2026-07-09,open,other,140.45,11.5
CLM002414,CN-00002414,POL002514,CUST002533,COV002414,2025-01-30,2025-02-08,open,collision,3090.94,723.29
CLM002415,CN-00002415,POL002515,CUST003664,COV002415,2026-03-02,2026-03-05,reopened,weather,860.97,104.01
CLM002416,CN-00002416,POL002516,CUST000649,COV002416,2025-07-04,2025-07-15,closed,liability,754.31,29.73
CLM002417,CN-00002417,POL002517,CUST002861,COV002417,2025-07-06,2025-07-18,subrogation,collision,497.47,86.84
CLM002418,CN-00002418,POL002518,CUST003534,COV002418,2024-04-28,2024-04-29,closed,weather,802.29,134.38
CLM002419,CN-00002419,POL002519,CUST004251,COV002419,2024-05-12,2024-05-21,open,fire,819.79,59.88
CLM002420,CN-00002420,POL002520,CUST000524,COV002420,2025-05-17,2025-05-28,closed,weather,784.81,206.45
CLM002421,CN-00002421,POL002521,CUST001191,COV002421,2026-05-13,2026-05-16,reopened,weather,744.78,134.55
CLM002422,CN-00002422,POL002522,CUST004256,COV002422,2026-07-24,2026-07-27,open,water_damage,930.43,210.75
CLM002423,CN-00002423,POL002523,CUST004721,COV002423,2025-05-24,2025-05-31,closed,liability,772.86,70.47
CLM002424,CN-00002424,POL002524,CUST000463,COV002424,2026-08-06,2026-08-20,subrogation,other,841.06,183.74
CLM002425,CN-00002425,POL002525,CUST000428,COV002425,2024-02-28,2024-03-08,reopened,theft,838.97,41.3
CLM002426,CN-00002426,POL002526,CUST000438,COV002426,2024-02-07,2024-02-11,closed,liability,391.57,34.82
CLM002427,CN-00002427,POL002527,CUST002671,COV002427,2025-09-29,2025-10-07,closed,other,10114.8,50.41
CLM002428,CN-00002428,POL002528,CUST000127,COV002428,2025-03-06,2025-03-08,denied,other,873.55,130.26
CLM002429,CN-00002429,POL002529,CUST002522,COV002429,2026-07-10,2026-07-20,reopened,collision,805.78,205.5
CLM002430,CN-00002430,POL002530,CUST000422,COV002430,2024-09-25,2024-09-30,denied,water_damage,738.35,111.46
CLM002431,CN-00002431,POL002531,CUST000303,COV002431,2024-09-10,2024-09-22,denied,theft,679.16,157.62
CLM002432,CN-00002432,POL002532,CUST000388,COV002432,2025-07-19,2025-07-27,open,fire,490.01,134.05
CLM002433,CN-00002433,POL002533,CUST003206,COV002433,2025-08-06,2025-08-15,denied,liability,816.95,75.13
CLM002434,CN-00002434,POL002534,CUST001812,COV002434,2024-10-25,2024-11-07,closed,collision,302.58,17.35
CLM002435,CN-00002435,POL002535,CUST003546,COV002435,2024-04-09,2024-04-23,closed,theft,164.44,7.98
CLM002436,CN-00002436,POL002536,CUST004189,COV002436,2024-01-13,2024-01-24,open,collision,747.89,170.15
CLM002437,CN-00002437,POL002537,CUST003971,COV002437,2025-12-07,2025-12-17,closed,collision,301.99,57.52
CLM002438,CN-00002438,POL002538,CUST002037,COV002438,2024-02-11,2024-02-17,closed,collision,158.86,43.92
CLM002439,CN-00002439,POL002539,CUST001245,COV002439,2024-03-24,2024-04-04,closed,collision,604.76,97.71
CLM002440,CN-00002440,POL002540,CUST001249,COV002440,2025-11-14,2025-11-23,closed,fire,692.05,176.18
CLM002441,CN-00002441,POL002541,CUST000150,COV002441,2026-06-11,2026-06-18,open,other,546.9,127.94
CLM002442,CN-00002442,POL002542,CUST002229,COV002442,2025-12-06,2025-12-14,closed,fire,878.22,222.55
CLM002443,CN-00002443,POL002543,CUST000826,COV002443,2026-08-13,2026-08-16,closed,theft,296.74,42.91
CLM002444,CN-00002444,POL002544,CUST001095,COV002444,2025-06-22,2025-06-29,denied,water_damage,567.07,115.58
CLM002445,CN-00002445,POL002545,CUST001796,COV002445,2024-06-01,2024-06-07,closed,weather,471.9,60.95
CLM002446,CN-00002446,POL002546,CUST002156,COV002446,2025-09-03,2025-09-17,reopened,theft,94.0,26.04
CLM002447,CN-00002447,POL002547,CUST003162,COV002447,2025-06-05,2025-06-08,closed,theft,698.22,131.96
CLM002448,CN-00002448,POL002548,CUST002986,COV002448,2025-02-22,2025-02-22,open,liability,825.1,96.45
CLM002449,CN-00002449,POL002549,CUST004354,COV002449,2024-01-24,2024-02-06,reopened,fire,51.87,0.32
CLM002450,CN-00002450,POL002550,CUST000407,COV002450,2024-02-07,2024-02-14,closed,other,735.12,11.21
CLM002451,CN-00002451,POL002551,CUST001764,COV002451,2024-09-11,2024-09-13,closed,weather,827.65,201.17
CLM002452,CN-00002452,POL002552,CUST000436,COV002452,2025-11-06,2025-11-06,closed,liability,678.11,138.01
CLM002453,CN-00002453,POL002553,CUST002729,COV002453,2026-02-26,2026-03-09,open,fire,435.98,47.96
CLM002454,CN-00002454,POL002554,CUST003720,COV002454,2026-05-21,2026-05-22,subrogation,collision,791.74,120.44
CLM002455,CN-00002455,POL002555,CUST004346,COV002455,2025-08-27,2025-09-08,closed,collision,189.03,19.71
CLM002456,CN-00002456,POL002556,CUST002221,COV002456,2025-03-30,2025-04-02,closed,water_damage,751.29,118.76
CLM002457,CN-00002457,POL002557,CUST003721,COV002457,2024-02-22,2024-03-06,subrogation,collision,853.57,33.05
CLM002458,CN-00002458,POL002558,CUST003400,COV002458,2024-02-12,2024-02-12,closed,liability,921.28,270.36
CLM002459,CN-00002459,POL002559,CUST002380,COV002459,2025-08-17,2025-08-31,subrogation,other,282.13,77.31
CLM002460,CN-00002460,POL002560,CUST004066,COV002460,2024-11-06,2024-11-20,closed,theft,259.46,6.84
CLM002461,CN-00002461,POL002561,CUST000374,COV002461,2024-09-02,2024-09-16,subrogation,collision,203.67,58.08
CLM002462,CN-00002462,POL002562,CUST004597,COV002462,2025-11-30,2025-12-03,subrogation,collision,674.7,56.67
CLM002463,CN-00002463,POL002563,CUST004181,COV002463,2024-09-27,2024-10-04,open,fire,486.96,26.66
CLM002464,CN-00002464,POL002564,CUST000793,COV002464,2024-07-12,2024-07-25,open,other,365.73,18.94
CLM002465,CN-00002465,POL002565,CUST002746,COV002465,2025-04-24,2025-05-04,reopened,water_damage,402.65,48.09
CLM002466,CN-00002466,POL002566,CUST002956,COV002466,2026-08-12,2026-08-18,closed,other,959.98,142.48
CLM002467,CN-00002467,POL002567,CUST000932,COV002467,2024-10-08,2024-10-13,open,other,805.6,83.21
CLM002468,CN-00002468,POL002568,CUST002372,COV002468,2025-02-21,2025-02-22,closed,liability,904.8,64.52
CLM002469,CN-00002469,POL002569,CUST001440,COV002469,2026-07-04,2026-07-14,denied,other,451.43,121.75
CLM002470,CN-00002470,POL002570,CUST003116,COV002470,2024-08-22,2024-08-23,open,theft,75.65,0.17
CLM002471,CN-00002471,POL002571,CUST004476,COV002471,2024-10-04,2024-10-09,denied,other,855.14,47.99
CLM002472,CN-00002472,POL002572,CUST000985,COV002472,2026-04-09,2026-04-19,reopened,water_damage,657.35,93.74
CLM002473,CN-00002473,POL002573,CUST004324,COV002473,2026-07-07,2026-07-21,subrogation,other,204.03,14.1
CLM002474,CN-00002474,POL002574,CUST003905,COV002474,2024-06-11,2024-06-15,closed,collision,741.91,156.6
CLM002475,CN-00002475,POL002575,CUST002798,COV002475,2026-08-31,2026-09-10,reopened,collision,681.54,147.26
CLM002476,CN-00002476,POL002576,CUST004152,COV002476,2024-04-09,2024-04-17,closed,theft,341.31,58.31
CLM002477,CN-00002477,POL002577,CUST004146,COV002477,2025-10-08,2025-10-08,closed,other,689.56,145.81
CLM002478,CN-00002478,POL002578,CUST001033,COV002478,2025-09-14,2025-09-26,denied,water_damage,697.72,197.26
CLM002479,CN-00002479,POL002579,CUST001941,COV002479,2024-03-27,2024-04-08,subrogation,collision,970.3,290.64
CLM002480,CN-00002480,POL002580,CUST000714,COV002480,2024-07-31,2024-08-14,closed,liability,336.93,43.03
CLM002481,CN-00002481,POL002581,CUST000961,COV002481,2026-02-17,2026-02-23,closed,fire,111.93,14.71
CLM002482,CN-00002482,POL002582,CUST002864,COV002482,2025-09-19,2025-10-02,subrogation,theft,130.17,13.88
CLM002483,CN-00002483,POL002583,CUST000784,COV002483,2025-03-17,2025-03-28,closed,fire,195.46,4.13
CLM002484,CN-00002484,POL002584,CUST002873,COV002484,2024-09-25,2024-09-29,subrogation,theft,771.38,3.95
CLM002485,CN-00002485,POL002585,CUST004242,COV002485,2024-11-21,2024-11-22,closed,collision,666.19,19.7
CLM002486,CN-00002486,POL002586,CUST004026,COV002486,2025-07-24,2025-07-28,closed,theft,7813.26,705.17
CLM002487,CN-00002487,POL002587,CUST003067,COV002487,2024-04-02,2024-04-10,subrogation,theft,908.67,167.04
CLM002488,CN-00002488,POL002588,CUST000833,COV002488,2024-05-19,2024-05-26,denied,theft,308.78,78.19
CLM002489,CN-00002489,POL002589,CUST001552,COV002489,2024-01-24,2024-02-04,open,weather,250.31,38.73
CLM002490,CN-00002490,POL002590,CUST003826,COV002490,2025-11-13,2025-11-17,subrogation,collision,773.71,229.93
CLM002491,CN-00002491,POL002591,CUST004240,COV002491,2026-02-05,2026-02-19,closed,liability,586.49,7.21
CLM002492,CN-00002492,POL002592,CUST000562,COV002492,2025-11-03,2025-11-04,open,weather,164.31,27.66
CLM002493,CN-00002493,POL002593,CUST001601,COV002493,2024-09-18,2024-09-30,closed,fire,89.78,10.42
CLM002494,CN-00002494,POL002594,CUST002554,COV002494,2024-04-06,2024-04-18,subrogation,collision,387.71,42.58
CLM002495,CN-00002495,POL002595,CUST000057,COV002495,2026-07-18,2026-07-20,closed,fire,838.87,31.76
CLM002496,CN-00002496,POL002596,CUST000390,COV002496,2025-07-31,2025-08-09,denied,collision,908.52,160.86
CLM002497,CN-00002497,POL002597,CUST001453,COV002497,2025-08-14,2025-08-26,open,theft,957.42,189.83
CLM002498,CN-00002498,POL002598,CUST003744,COV002498,2025-02-21,2025-02-24,open,water_damage,157.03,30.72
CLM002499,CN-00002499,POL002599,CUST002655,COV002499,2026-08-18,2026-08-27,open,liability,883.77,247.15
CLM002500,CN-00002500,POL002600,CUST002720,COV002500,2026-03-13,2026-03-25,closed,other,145.78,14.76
CLM002501,CN-00002501,POL002601,CUST001154,COV002501,2024-04-29,2024-05-08,open,collision,761.12,190.17
CLM002502,CN-00002502,POL002602,CUST000430,COV002502,2024-04-02,2024-04-08,open,weather,440.13,129.62
CLM002503,CN-00002503,POL002603,CUST002501,COV002503,2025-08-04,2025-08-11,closed,other,706.91,16.18
CLM002504,CN-00002504,POL002604,CUST004813,COV002504,2024-03-22,2024-03-24,closed,water_damage,843.01,105.05
CLM002505,CN-00002505,POL002605,CUST000209,COV002505,2024-04-22,2024-05-02,closed,theft,313.79,50.83
CLM002506,CN-00002506,POL002606,CUST000091,COV002506,2025-12-04,2025-12-04,denied,collision,771.03,151.21
CLM002507,CN-00002507,POL002607,CUST003169,COV002507,2024-10-16,2024-10-27,denied,collision,347.09,60.8
CLM002508,CN-00002508,POL002608,CUST003558,COV002508,2026-02-18,2026-02-22,closed,liability,505.35,35.88
CLM002509,CN-00002509,POL002609,CUST002364,COV002509,2025-07-25,2025-07-30,open,other,340.84,29.07
CLM002510,CN-00002510,POL002610,CUST004712,COV002510,2026-07-21,2026-08-03,closed,collision,767.71,128.96
CLM002511,CN-00002511,POL002611,CUST003789,COV002511,2026-06-27,2026-07-05,closed,theft,606.27,177.0
CLM002512,CN-00002512,POL002612,CUST002463,COV002512,2024-03-11,2024-03-21,closed,liability,911.86,103.85
CLM002513,CN-00002513,POL002613,CUST003954,COV002513,2026-07-27,2026-08-08,reopened,liability,721.55,91.47
CLM002514,CN-00002514,POL002614,CUST003756,COV002514,2026-08-24,2026-08-27,denied,liability,433.17,89.91
CLM002515,CN-00002515,POL002615,CUST004204,COV002515,2024-06-19,2024-06-27,subrogation,weather,934.5,92.25
CLM002516,CN-00002516,POL002616,CUST003508,COV002516,2025-04-26,2025-05-03,reopened,collision,909.27,243.06
CLM002517,CN-00002517,POL002617,CUST000658,COV002517,2026-04-27,2026-05-06,closed,other,94.27,0.95
CLM002518,CN-00002518,POL002618,CUST004226,COV002518,2026-07-30,2026-07-30,subrogation,water_damage,196.43,47.2
CLM002519,CN-00002519,POL002619,CUST002469,COV002519,2026-01-01,2026-01-06,denied,collision,98.69,5.82
CLM002520,CN-00002520,POL002620,CUST002717,COV002520,2026-01-11,2026-01-11,closed,weather,966.54,203.3
CLM002521,CN-00002521,POL002621,CUST001893,COV002521,2024-12-22,2024-12-29,denied,water_damage,168.12,34.29
CLM002522,CN-00002522,POL002622,CUST002966,COV002522,2024-08-20,2024-08-21,open,theft,113.36,12.46
CLM002523,CN-00002523,POL002623,CUST002039,COV002523,2025-12-23,2026-01-06,reopened,other,347.41,20.41
CLM002524,CN-00002524,POL002624,CUST004016,COV002524,2024-06-01,2024-06-01,reopened,weather,5381.02,1384.89
CLM002525,CN-00002525,POL002625,CUST000175,COV002525,2026-03-04,2026-03-17,reopened,water_damage,872.02,11.46
CLM002526,CN-00002526,POL002626,CUST002096,COV002526,2024-12-11,2024-12-21,subrogation,water_damage,274.98,79.99
CLM002527,CN-00002527,POL002627,CUST000864,COV002527,2026-03-01,2026-03-14,open,other,362.43,44.58
CLM002528,CN-00002528,POL002628,CUST001748,COV002528,2025-08-15,2025-08-24,closed,fire,972.59,258.36
CLM002529,CN-00002529,POL002629,CUST001718,COV002529,2025-12-19,2025-12-23,closed,water_damage,609.79,177.04
CLM002530,CN-00002530,POL002630,CUST003421,COV002530,2025-05-11,2025-05-14,reopened,other,519.13,39.25
CLM002531,CN-00002531,POL002631,CUST002125,COV002531,2026-05-08,2026-05-09,closed,collision,271.84,7.27
CLM002532,CN-00002532,POL002632,CUST001091,COV002532,2025-11-13,2025-11-23,closed,liability,931.88,122.54
