policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV002035,POL002135,COMP,Comprehensive,active,161343.2,4312.63,2024-10-26,2025-10-26
COV002036,POL002136,COMP,Comprehensive,active,267136.5,955.57,2026-05-26,2027-05-26
COV002037,POL002137,PD,Property Damage,active,402707.44,336.94,2023-01-05,2024-01-05
COV002038,POL002138,COMP,Comprehensive,active,316873.46,2645.49,2023-03-02,2024-03-01
COV002039,POL002139,MED,Medical Payments,active,198109.13,4596.67,2023-08-19,2024-08-18
COV002040,POL002140,COMP,Comprehensive,active,452966.14,1242.59,2024-06-21,2025-06-21
COV002041,POL002141,PD,Property Damage,active,312641.4,1520.96,2025-01-07,2026-01-07
COV002042,POL002142,COLL,Collision,active,28555.66,1954.87,2023-05-07,2024-05-06
COV002043,POL002143,BI,Bodily Injury,active,89368.14,3404.24,2023-08-15,2024-08-14
COV002044,POL002144,PD,Property Damage,active,386430.89,2029.87,2025-06-09,2026-06-09
COV002045,POL002145,MED,Medical Payments,active,315577.44,1512.78,2023-02-09,2024-02-09
COV002046,POL002146,PD,Property Damage,active,425217.15,1755.24,2023-02-25,2024-02-25
COV002047,POL002147,MED,Medical Payments,active,413768.51,4748.68,2025-02-24,2026-02-24
COV002048,POL002148,COMP,Comprehensive,active,218442.85,4242.14,2024-06-18,2025-06-18
COV002049,POL002149,COLL,Collision,active,488937.54,4754.0,2025-09-03,2026-09-03
COV002050,POL002150,COLL,Collision,active,54244.92,2318.04,2023-06-24,2024-06-23
COV002051,POL002151,COLL,Collision,active,318689.31,4151.98,2023-08-20,2024-08-19
COV002052,POL002152,MED,Medical Payments,active,309974.52,1216.43,2024-04-17,2025-04-17
COV002053,POL002153,PD,Property Damage,active,209709.8,4518.07,2023-07-12,2024-07-11
COV002054,POL002154,BI,Bodily Injury,active,70693.43,4498.15,2025-08-10,2026-08-10
COV002055,POL002155,PD,Property Damage,active,249071.21,2545.85,2026-05-17,2027-05-17
COV002056,POL002156,PD,Property Damage,active,247362.38,3658.55,2026-08-15,2027-08-15
COV002057,POL002157,BI,Bodily Injury,active,83386.54,1678.98,2023-12-20,2024-12-19
COV002058,POL002158,MED,Medical Payments,active,259881.93,3004.17,2024-09-17,2025-09-17
COV002059,POL002159,BI,Bodily Injury,active,194749.06,2978.64,2023-08-18,2024-08-17
COV002060,POL002160,MED,Medical Payments,active,428432.48,1624.78,2024-06-07,2025-06-07
COV002061,POL002161,MED,Medical Payments,active,35748.99,4287.92,2023-10-17,2024-10-16
COV002062,POL002162,PD,Property Damage,active,187487.99,1777.14,2026-07-18,2027-07-18
COV002063,POL002163,MED,Medical Payments,active,242035.44,974.52,2025-10-18,2026-10-18
COV002064,POL002164,COLL,Collision,active,119553.69,769.58,2023-07-15,2024-07-14
COV002065,POL002165,PD,Property Damage,active,35556.47,993.5,2024-04-04,2025-04-04
COV002066,POL002166,BI,Bodily Injury,active,479352.1,2400.47,2024-11-11,2025-11-11
COV002067,POL002167,PD,Property Damage,active,467209.97,1894.31,2025-12-02,2026-12-02
COV002068,POL002168,BI,Bodily Injury,active,432264.69,1985.93,2026-07-10,2027-07-10
COV002069,POL002169,PD,Property Damage,active,120472.72,3484.46,2026-02-06,2027-02-06
COV002070,POL002170,BI,Bodily Injury,active,406125.8,705.64,2025-07-14,2026-07-14
COV002071,POL002171,COMP,Comprehensive,active,486874.6,4226.51,2023-08-05,2024-08-04
COV002072,POL002172,COLL,Collision,active,282973.17,1965.43,2026-07-27,2027-07-27
COV002073,POL002173,BI,Bodily Injury,active,414536.97,2227.65,2024-05-17,2025-05-17
COV002074,POL002174,BI,Bodily Injury,active,321579.7,3671.95,2024-07-08,2025-07-08
COV002075,POL002175,PD,Property Damage,active,262257.81,3196.83,2026-04-23,2027-04-23
COV002076,POL002176,COLL,Collision,active,192710.55,4624.14,2026-04-14,2027-04-14
COV002077,POL002177,BI,Bodily Injury,active,35041.5,3622.66,2026-05-01,2027-05-01
COV002078,POL002178,BI,Bodily Injury,active,411340.92,1622.22,2023-04-23,2024-04-22
COV002079,POL002179,COMP,Comprehensive,active,148580.02,4492.83,2023-08-09,2024-08-08
COV002080,POL002180,MED,Medical Payments,active,409040.85,3420.35,2023-01-04,2024-01-04
COV002081,POL002181,PD,Property Damage,active,484170.27,1042.08,2024-09-16,2025-09-16
COV002082,POL002182,BI,Bodily Injury,active,400484.46,2109.23,2024-10-13,2025-10-13
COV002083,POL002183,BI,Bodily Injury,active,192659.63,3501.01,2025-12-29,2026-12-29
COV002084,POL002184,BI,Bodily Injury,active,62805.61,4100.66,2026-02-21,2027-02-21
COV002085,POL002185,COLL,Collision,active,254116.64,4641.85,2024-08-24,2025-08-24
COV002086,POL002186,COLL,Collision,active,292945.54,349.15,2025-06-13,2026-06-13
COV002087,POL002187,COMP,Comprehensive,active,246387.59,3579.74,2024-03-15,2025-03-15
COV002088,POL002188,BI,Bodily Injury,active,433996.36,2151.83,2025-06-22,2026-06-22
COV002089,POL002189,PD,Property Damage,active,178164.09,4234.44,2023-08-25,2024-08-24
COV002090,POL002190,BI,Bodily Injury,active,61089.54,2395.22,2025-12-15,2026-12-15
COV002091,POL002191,COLL,Collision,active,183199.92,618.96,2023-10-09,2024-10-08
COV002092,POL002192,COMP,Comprehensive,active,406478.79,3313.65,2023-05-21,2024-05-20
COV002093,POL002193,BI,Bodily Injury,active,489522.83,4660.93,2023-04-17,2024-04-16
COV002094,POL002194,PD,Property Damage,active,427379.64,3981.95,2026-02-14,2027-02-14
COV002095,POL002195,PD,Property Damage,active,219165.91,331.19,2025-02-02,2026-02-02
COV002096,POL002196,COMP,Comprehensive,active,329597.59,2552.82,2025-07-31,2026-07-31
COV002097,POL002197,COLL,Collision,active,486975.54,3824.74,2024-04-08,2025-04-08
COV002098,POL002198,BI,Bodily Injury,active,224239.88,493.09,2025-01-26,2026-01-26
COV002099,POL002199,COMP,Comprehensive,active,259189.06,2055.76,2026-02-28,2027-02-28
COV002100,POL002200,COMP,Comprehensive,active,85797.48,1227.03,2023-07-24,2024-07-23
COV002101,POL002201,MED,Medical Payments,active,142010.41,585.34,2026-02-21,2027-02-21
COV002102,POL002202,BI,Bodily Injury,active,100820.15,4268.24,2024-01-24,2025-01-23
COV002103,POL002203,MED,Medical Payments,active,264176.49,1004.36,2024-08-04,2025-08-04
COV002104,POL002204,BI,Bodily Injury,active,269816.31,3089.48,2026-07-04,2027-07-04
COV002105,POL002205,COLL,Collision,active,400538.74,772.16,2024-01-15,2025-01-14
COV002106,POL002206,PD,Property Damage,active,349644.4,3501.29,2026-06-09,2027-06-09
COV002107,POL002207,COMP,Comprehensive,active,188321.5,2129.99,2023-10-01,2024-09-30
COV002108,POL002208,COLL,Collision,active,64126.47,2570.19,2025-10-16,2026-10-16
COV002109,POL002209,PD,Property Damage,active,149261.65,4170.66,2026-03-19,2027-03-19
COV002110,POL002210,COMP,Comprehensive,active,312692.31,2724.18,2025-01-19,2026-01-19
COV002111,POL002211,PD,Property Damage,active,82876.28,3640.33,2023-06-09,2024-06-08
COV002112,POL002212,PD,Property Damage,active,488044.71,3220.81,2024-01-02,2025-01-01
COV002113,POL002213,COMP,Comprehensive,active,139975.2,1408.2,2025-01-07,2026-01-07
COV002114,POL002214,MED,Medical Payments,active,364122.89,800.24,2023-06-07,2024-06-06
COV002115,POL002215,MED,Medical Payments,active,73082.28,3766.89,2026-03-04,2027-03-04
COV002116,POL002216,COMP,Comprehensive,active,156769.39,3060.4,2025-01-03,2026-01-03
COV002117,POL002217,MED,Medical Payments,active,36304.94,889.31,2025-02-01,2026-02-01
COV002118,POL002218,MED,Medical Payments,active,343963.5,4044.24,2023-05-02,2024-05-01
COV002119,POL002219,COLL,Collision,active,316350.5,2627.19,2025-08-23,2026-08-23
COV002120,POL002220,COLL,Collision,active,53239.21,995.72,2025-04-21,2026-04-21
COV002121,POL002221,BI,Bodily Injury,active,424399.12,4500.31,2025-08-30,2026-08-30
COV002122,POL002222,PD,Property Damage,active,115300.72,4975.88,2023-07-06,2024-07-05
COV002123,POL002223,PD,Property Damage,active,399446.28,352.22,2025-03-06,2026-03-06
COV002124,POL002224,BI,Bodily Injury,active,410358.61,3909.5,2023-06-09,2024-06-08
COV002125,POL002225,PD,Property Damage,active,404064.01,313.4,2024-11-07,2025-11-07
COV002126,POL002226,PD,Property Damage,active,398212.75,4889.38,2024-02-26,2025-02-25
COV002127,POL002227,COMP,Comprehensive,active,184975.44,1018.2,2025-06-21,2026-06-21
COV002128,POL002228,BI,Bodily Injury,active,123127.47,2971.47,2026-02-14,2027-02-14
COV002129,POL002229,MED,Medical Payments,active,175477.52,4139.62,2026-03-25,2027-03-25
COV002130,POL002230,COMP,Comprehensive,active,436260.6,4240.67,2024-07-24,2025-07-24
COV002131,POL002231,PD,Property Damage,active,93785.46,2038.58,2024-08-31,2025-08-31
COV002132,POL002232,BI,Bodily Injury,active,124661.08,988.52,2024-07-31,2025-07-31
COV002133,POL002233,BI,Bodily Injury,active,274122.0,1072.35,2025-07-14,2026-07-14
COV002134,POL002234,COMP,Comprehensive,active,402311.01,454.51,2025-10-06,2026-10-06
COV002135,POL002235,PD,Property Damage,active,201729.48,4316.65,2024-11-17,2025-11-17
COV002136,POL002236,BI,Bodily Injury,active,140067.96,4429.21,2025-01-07,2026-01-07
COV002137,POL002237,MED,Medical Payments,active,319909.47,4149.24,2026-05-22,2027-05-22
COV002138,POL002238,MED,Medical Payments,active,166142.8,3968.73,2026-06-18,2027-06-18
COV002139,POL002239,COLL,Collision,active,163106.66,3160.71,2025-11-13,2026-11-13
COV002140,POL002240,COLL,Collision,active,32859.16,346.96,2024-12-13,2025-12-13
COV002141,POL002241,COMP,Comprehensive,active,185440.34,1079.15,2024-01-15,2025-01-14
COV002142,POL002242,COMP,Comprehensive,active,195675.02,899.24,2024-06-06,2025-06-06
COV002143,POL002243,COMP,Comprehensive,active,97776.39,4300.54,2025-08-10,2026-08-10
COV002144,POL002244,COLL,Collision,active,295597.33,739.36,2023-02-24,2024-02-24
COV002145,POL002245,COMP,Comprehensive,active,385411.39,1937.5,2025-01-26,2026-01-26
COV002146,POL002246,MED,Medical Payments,active,397993.3,1696.31,2024-10-18,2025-10-18
COV002147,POL002247,MED,Medical Payments,active,371547.21,1441.7,2025-09-16,2026-09-16
COV002148,POL002248,COMP,Comprehensive,active,426148.11,483.19,2026-08-20,2027-08-20
COV002149,POL002249,COMP,Comprehensive,active,168015.44,4353.82,2024-10-30,2025-10-30
COV002150,POL002250,MED,Medical Payments,active,377856.66,945.85,2025-12-17,2026-12-17
COV002151,POL002251,PD,Property Damage,active,167844.52,3363.04,2024-01-07,2025-01-06
COV002152,POL002252,MED,Medical Payments,active,273415.96,4046.51,2025-12-21,2026-12-21
COV002153,POL002253,COLL,Collision,active,60057.68,4396.33,2026-05-04,2027-05-04
COV002154,POL002254,BI,Bodily Injury,active,436468.72,4375.23,2023-11-22,2024-11-21
COV002155,POL002255,COLL,Collision,active,439589.2,4262.3,2023-11-13,2024-11-12
COV002156,POL002256,COLL,Collision,active,152974.12,3921.49,2023-10-28,2024-10-27
COV002157,POL002257,MED,Medical Payments,active,313423.78,310.25,2023-06-01,2024-05-31
COV002158,POL002258,COLL,Collision,active,68401.89,437.35,2025-01-20,2026-01-20
COV002159,POL002259,BI,Bodily Injury,active,458905.21,795.63,2024-03-29,2025-03-29
COV002160,POL002260,COMP,Comprehensive,active,230176.89,2457.1,2024-07-14,2025-07-14
COV002161,POL002261,COMP,Comprehensive,active,113171.79,4924.4,2026-03-01,2027-03-01
COV002162,POL002262,COLL,Collision,active,117812.33,3192.18,2025-10-06,2026-10-06
COV002163,POL002263,PD,Property Damage,active,322271.12,3737.53,2025-12-09,2026-12-09
COV002164,POL002264,COMP,Comprehensive,active,485707.57,1937.95,2024-01-24,2025-01-23
COV002165,POL002265,BI,Bodily Injury,active,239029.3,4920.65,2025-07-30,2026-07-30
COV002166,POL002266,COMP,Comprehensive,active,241832.35,4981.0,2026-02-04,2027-02-04
COV002167,POL002267,MED,Medical Payments,active,299271.99,4037.91,2026-03-15,2027-03-15
COV002168,POL002268,COMP,Comprehensive,active,321161.64,3208.03,2025-04-27,2026-04-27
COV002169,POL002269,MED,Medical Payments,active,246494.88,4734.81,2026-08-27,2027-08-27
COV002170,POL002270,BI,Bodily Injury,active,434662.69,883.44,2025-08-04,2026-08-04
COV002171,POL002271,MED,Medical Payments,active,34998.51,3782.46,2025-03-26,2026-03-26
COV002172,POL002272,PD,Property Damage,active,100366.8,1016.98,2025-12-14,2026-12-14
COV002173,POL002273,PD,Property Damage,active,494984.38,3956.96,2023-05-08,2024-05-07
COV002174,POL002274,PD,Property Damage,active,404093.19,307.8,2023-09-29,2024-09-28
COV002175,POL002275,BI,Bodily Injury,active,168439.21,1136.48,2026-06-11,2027-06-11
COV002176,POL002276,PD,Property Damage,active,109015.79,872.49,2026-01-23,2027-01-23
COV002177,POL002277,MED,Medical Payments,active,76852.11,1618.76,2023-08-18,2024-08-17
COV002178,POL002278,BI,Bodily Injury,active,150442.71,727.75,2025-09-03,2026-09-03
COV002179,POL002279,MED,Medical Payments,active,125787.91,2970.19,2024-09-16,2025-09-16
COV002180,POL002280,PD,Property Damage,active,267742.51,1162.97,2023-11-07,2024-11-06
COV002181,POL002281,COLL,Collision,active,58616.7,2675.4,2024-11-05,2025-11-05
COV002182,POL002282,COLL,Collision,active,229744.35,3131.54,2023-05-09,2024-05-08
COV002183,POL002283,PD,Property Damage,active,364950.26,772.92,2024-06-02,2025-06-02
COV002184,POL002284,COMP,Comprehensive,active,308746.41,3357.28,2024-07-18,2025-07-18
COV002185,POL002285,PD,Property Damage,active,463564.99,4906.23,2023-10-18,2024-10-17
COV002186,POL002286,PD,Property Damage,active,295364.52,4458.85,2025-08-13,2026-08-13
COV002187,POL002287,BI,Bodily Injury,active,456003.55,1939.71,2024-05-30,2025-05-30
COV002188,POL002288,COLL,Collision,active,95421.69,3861.32,2024-01-03,2025-01-02
COV002189,POL002289,COLL,Collision,active,120703.41,587.66,2025-10-16,2026-10-16
COV002190,POL002290,COLL,Collision,active,257570.9,4847.55,2023-07-04,2024-07-03
COV002191,POL002291,PD,Property Damage,active,468306.26,2638.45,2025-04-30,2026-04-30
COV002192,POL002292,COLL,Collision,active,195475.21,879.92,2023-12-31,2024-12-30
COV002193,POL002293,PD,Property Damage,active,474803.55,3992.97,2026-06-13,2027-06-13
COV002194,POL002294,COLL,Collision,active,434713.3,2643.38,2026-03-30,2027-03-30
COV002195,POL002295,PD,Property Damage,active,41345.18,4003.23,2023-12-24,2024-12-23
COV002196,POL002296,PD,Property Damage,active,273763.75,4102.38,2026-08-25,2027-08-25
COV002197,POL002297,COMP,Comprehensive,active,99880.94,1253.11,2025-10-06,2026-10-06
COV002198,POL002298,COMP,Comprehensive,active,28633.17,1933.22,2024-10-18,2025-10-18
COV002199,POL002299,COLL,Collision,active,194927.01,595.55,2025-08-03,2026-08-03
COV002200,POL002300,COLL,Collision,active,320382.71,1318.49,2024-02-09,2025-02-08
COV002201,POL002301,PD,Property Damage,active,114012.51,4154.85,2023-12-24,2024-12-23
COV002202,POL002302,BI,Bodily Injury,active,358527.04,2850.32,2023-12-22,2024-12-21
COV002203,POL002303,BI,Bodily Injury,active,102385.78,4410.75,2025-12-30,2026-12-30
COV002204,POL002304,BI,Bodily Injury,active,314068.65,573.57,2024-08-16,2025-08-16
COV002205,POL002305,MED,Medical Payments,active,499728.15,2474.7,2024-01-23,2025-01-22
COV002206,POL002306,BI,Bodily Injury,active,63058.32,4256.06,2024-09-06,2025-09-06
COV002207,POL002307,MED,Medical Payments,active,113786.83,2565.52,2024-02-17,2025-02-16
COV002208,POL002308,BI,Bodily Injury,active,241862.06,1846.23,2024-09-17,2025-09-17
COV002209,POL002309,COLL,Collision,active,271407.2,4784.15,2025-05-04,2026-05-04
COV002210,POL002310,MED,Medical Payments,active,232871.8,2134.56,2025-04-30,2026-04-30
COV002211,POL002311,BI,Bodily Injury,active,98425.32,3628.39,2023-11-01,2024-10-31
COV002212,POL002312,COLL,Collision,active,364350.04,3771.25,2024-02-18,2025-02-17
COV002213,POL002313,COMP,Comprehensive,active,172533.69,1891.31,2023-06-09,2024-06-08
COV002214,POL002314,COLL,Collision,active,195978.65,1608.34,2023-07-02,2024-07-01
COV002215,POL002315,COLL,Collision,active,448877.9,1845.53,2025-02-18,2026-02-18
COV002216,POL002316,MED,Medical Payments,active,275760.47,1641.72,2023-11-25,2024-11-24
COV002217,POL002317,MED,Medical Payments,active,60471.55,940.92,2025-04-09,2026-04-09
COV002218,POL002318,MED,Medical Payments,active,399506.39,803.13,2025-01-16,2026-01-16
COV002219,POL002319,BI,Bodily Injury,active,397171.21,4812.61,2023-10-08,2024-10-07
COV002220,POL002320,MED,Medical Payments,active,351062.89,1920.87,2023-05-08,2024-05-07
COV002221,POL002321,COMP,Comprehensive,active,342069.93,1755.1,2025-07-29,2026-07-29
COV002222,POL002322,PD,Property Damage,active,179249.71,2105.01,2026-03-04,2027-03-04
COV002223,POL002323,BI,Bodily Injury,active,406077.81,763.48,2026-07-20,2027-07-20
COV002224,POL002324,COMP,Comprehensive,active,429050.08,4658.67,2025-06-30,2026-06-30
COV002225,POL002325,BI,Bodily Injury,active,118875.3,447.17,2024-05-19,2025-05-19
COV002226,POL002326,COLL,Collision,active,463221.19,2015.23,2025-10-27,2026-10-27
COV002227,POL002327,COLL,Collision,active,172766.77,4867.74,2024-01-16,2025-01-15
COV002228,POL002328,COMP,Comprehensive,active,194017.75,1443.88,2024-06-10,2025-06-10
COV002229,POL002329,COMP,Comprehensive,active,402284.77,569.25,2024-02-18,2025-02-17
COV002230,POL002330,PD,Property Damage,active,298119.09,1379.72,2024-09-07,2025-09-07
COV002231,POL002331,PD,Property Damage,active,225591.8,721.14,2024-09-28,2025-09-28
COV002232,POL002332,MED,Medical Payments,active,146250.61,1131.15,2026-02-16,2027-02-16
COV002233,POL002333,MED,Medical Payments,active,87411.83,3911.38,2026-04-22,2027-04-22
COV002234,POL002334,PD,Property Damage,active,238509.43,4537.82,2025-07-27,2026-07-27
COV002235,POL002335,BI,Bodily Injury,active,309551.43,825.88,2024-08-12,2025-08-12
COV002236,POL002336,PD,Property Damage,active,417703.57,3131.5,2023-02-13,2024-02-13
COV002237,POL002337,BI,Bodily Injury,active,347598.69,1126.32,2025-08-27,2026-08-27
COV002238,POL002338,PD,Property Damage,active,99150.8,3669.18,2026-08-21,2027-08-21
COV002239,POL002339,COLL,Collision,active,71949.33,2876.78,2023-09-20,2024-09-19
COV002240,POL002340,PD,Property Damage,active,189893.61,650.82,2024-11-24,2025-11-24
COV002241,POL002341,MED,Medical Payments,active,381817.78,2501.26,2024-12-20,2025-12-20
COV002242,POL002342,COMP,Comprehensive,active,466629.63,997.45,2025-01-26,2026-01-26
COV002243,POL002343,BI,Bodily Injury,active,291168.75,2659.55,2024-03-22,2025-03-22
COV002244,POL002344,BI,Bodily Injury,active,474156.57,3843.36,2025-09-29,2026-09-29
COV002245,POL002345,PD,Property Damage,active,320975.42,1915.64,2023-05-09,2024-05-08
COV002246,POL002346,BI,Bodily Injury,active,119916.23,4624.07,2024-02-06,2025-02-05
COV002247,POL002347,BI,Bodily Injury,active,320935.44,4307.42,2023-06-27,2024-06-26
COV002248,POL002348,MED,Medical Payments,active,69390.21,4176.78,2025-09-01,2026-09-01
COV002249,POL002349,COMP,Comprehensive,active,171561.92,4758.78,2025-11-17,2026-11-17
COV002250,POL002350,PD,Property Damage,active,328277.45,2338.53,2026-01-07,2027-01-07
COV002251,POL002351,COMP,Comprehensive,active,272250.31,4790.21,2024-03-12,2025-03-12
COV002252,POL002352,BI,Bodily Injury,active,291590.6,1150.33,2025-05-31,2026-05-31
COV002253,POL002353,COLL,Collision,active,369282.26,4403.85,2026-01-30,2027-01-30
COV002254,POL002354,COMP,Comprehensive,active,89046.05,2525.62,2023-11-10,2024-11-09
COV002255,POL002355,COMP,Comprehensive,active,102082.76,4641.33,2025-03-24,2026-03-24
COV002256,POL002356,COMP,Comprehensive,active,336243.22,3817.22,2024-12-25,2025-12-25
COV002257,POL002357,MED,Medical Payments,active,175668.09,3056.01,2026-08-07,2027-08-07
COV002258,POL002358,COLL,Collision,active,56243.66,3529.07,2026-03-03,2027-03-03
COV002259,POL002359,COMP,Comprehensive,active,350940.2,4114.06,2024-04-29,2025-04-29
COV002260,POL002360,COLL,Collision,active,420366.21,956.11,2026-01-14,2027-01-14
COV002261,POL002361,COMP,Comprehensive,active,101354.22,3157.21,2023-03-26,2024-03-25
COV002262,POL002362,BI,Bodily Injury,active,131635.51,4290.38,2024-04-17,2025-04-17
COV002263,POL002363,COLL,Collision,active,82711.57,905.42,2026-09-11,2027-09-11
COV002264,POL002364,BI,Bodily Injury,active,76437.44,753.99,2025-06-20,2026-06-20
COV002265,POL002365,BI,Bodily Injury,active,257705.67,1675.14,2023-06-10,2024-06-09
COV002266,POL002366,COMP,Comprehensive,active,362892.69,2608.01,2024-09-22,2025-09-22
COV002267,POL002367,COLL,Collision,active,134331.73,1671.44,2024-11-21,2025-11-21
COV002268,POL002368,BI,Bodily Injury,active,202476.27,810.59,2023-09-06,2024-09-05
COV002269,POL002369,COLL,Collision,active,370900.71,859.92,2025-10-23,2026-10-23
COV002270,POL002370,COLL,Collision,active,460550.89,2934.23,2024-03-30,2025-03-30
COV002271,POL002371,COLL,Collision,active,389809.17,516.83,2025-07-24,2026-07-24
COV002272,POL002372,BI,Bodily Injury,active,222713.6,1330.57,2025-07-17,2026-07-17
COV002273,POL002373,BI,Bodily Injury,active,225897.32,2999.62,2025-02-20,2026-02-20
COV002274,POL002374,MED,Medical Payments,active,474022.85,4614.58,2025-01-01,2026-01-01
COV002275,POL002375,COLL,Collision,active,252383.54,3013.66,2025-05-11,2026-05-11
COV002276,POL002376,COLL,Collision,active,231278.93,4376.31,2024-06-05,2025-06-05
COV002277,POL002377,COMP,Comprehensive,active,56492.55,2161.44,2024-07-11,2025-07-11
COV002278,POL002378,BI,Bodily Injury,active,217431.31,2853.73,2025-11-20,2026-11-20
COV002279,POL002379,MED,Medical Payments,active,490316.93,4143.01,2023-01-11,2024-01-11
COV002280,POL002380,MED,Medical Payments,active,281960.81,1613.1,2025-09-26,2026-09-26
COV002281,POL002381,COMP,Comprehensive,active,151247.68,896.82,2024-03-17,2025-03-17
COV002282,POL002382,COMP,Comprehensive,active,52662.98,1544.69,2026-04-28,2027-04-28
COV002283,POL002383,MED,Medical Payments,active,379673.69,2677.91,2025-12-30,2026-12-30
COV002284,POL002384,COMP,Comprehensive,active,429781.48,1305.19,2025-12-10,2026-12-10
COV002285,POL002385,COLL,Collision,active,290529.5,4949.54,2023-01-17,2024-01-17
COV002286,POL002386,COMP,Comprehensive,active,175182.82,1067.66,2024-10-16,2025-10-16
COV002287,POL002387,COMP,Comprehensive,active,445130.02,2593.96,2024-11-14,2025-11-14
COV002288,POL002388,COLL,Collision,active,225255.28,4825.68,2025-04-06,2026-04-06
COV002289,POL002389,PD,Property Damage,active,475430.68,1879.57,2024-02-16,2025-02-15
COV002290,POL002390,PD,Property Damage,active,175105.31,1531.89,2026-03-12,2027-03-12
COV002291,POL002391,COLL,Collision,active,419142.56,4964.01,2024-01-09,2025-01-08
COV002292,POL002392,PD,Property Damage,active,67095.48,968.73,2025-05-16,2026-05-16
COV002293,POL002393,MED,Medical Payments,active,477429.29,2875.78,2024-10-18,2025-10-18
COV002294,POL002394,MED,Medical Payments,active,200852.09,4275.39,2024-03-15,2025-03-15
COV002295,POL002395,COLL,Collision,active,126932.52,1797.66,2024-05-30,2025-05-30
COV002296,POL002396,MED,Medical Payments,active,345873.99,2229.42,2024-02-04,2025-02-03
COV002297,POL002397,MED,Medical Payments,active,258505.1,2552.95,2024-08-03,2025-08-03
COV002298,POL002398,BI,Bodily Injury,active,162243.78,3350.6,2025-10-31,2026-10-31
COV002299,POL002399,COLL,Collision,active,264809.47,4226.32,2024-10-07,2025-10-07
COV002300,POL002400,MED,Medical Payments,active,112204.26,4606.09,2024-03-21,2025-03-21
COV002301,POL002401,PD,Property Damage,active,168798.48,4129.78,2024-11-06,2025-11-06
COV002302,POL002402,PD,Property Damage,active,122851.21,3177.35,2024-07-26,2025-07-26
COV002303,POL002403,MED,Medical Payments,active,440519.66,3283.61,2024-03-01,2025-03-01
COV002304,POL002404,BI,Bodily Injury,active,457752.47,1826.54,2025-05-01,2026-05-01
COV002305,POL002405,COMP,Comprehensive,active,63992.35,1246.11,2024-03-24,2025-03-24
COV002306,POL002406,PD,Property Damage,active,251147.44,4823.0,2024-09-22,2025-09-22
COV002307,POL002407,PD,Property Damage,active,180559.66,4736.8,2026-08-03,2027-08-03
COV002308,POL002408,COLL,Collision,active,80771.83,1123.49,2023-10-05,2024-10-04
COV002309,POL002409,BI,Bodily Injury,active,322860.67,299.49,2023-11-18,2024-11-17
COV002310,POL002410,MED,Medical Payments,active,154792.4,4732.15,2024-04-28,2025-04-28
COV002311,POL002411,MED,Medical Payments,active,246939.16,986.04,2025-09-24,2026-09-24
COV002312,POL002412,BI,Bodily Injury,active,189807.53,3970.2,2026-02-18,2027-02-18
COV002313,POL002413,COLL,Collision,active,80481.42,1059.43,2023-04-23,2024-04-22
COV002314,POL002414,COLL,Collision,active,471022.52,2492.97,2024-05-17,2025-05-17
COV002315,POL002415,COLL,Collision,active,324547.48,1395.28,2024-02-10,2025-02-09
COV002316,POL002416,PD,Property Damage,active,488876.31,366.51,2023-01-23,2024-01-23
COV002317,POL002417,BI,Bodily Injury,active,78654.82,3314.29,2023-07-17,2024-07-16
COV002318,POL002418,MED,Medical Payments,active,399693.7,2314.98,2025-10-17,2026-10-17
COV002319,POL002419,MED,Medical Payments,active,189063.58,988.44,2025-10-22,2026-10-22
COV002320,POL002420,COLL,Collision,active,394537.2,4909.18,2026-04-04,2027-04-04
COV002321,POL002421,MED,Medical Payments,active,29654.73,4358.13,2026-05-17,2027-05-17
COV002322,POL002422,PD,Property Damage,active,134727.48,4239.69,2026-04-21,2027-04-21
COV002323,POL002423,PD,Property Damage,active,138942.64,4354.67,2023-07-17,2024-07-16
COV002324,POL002424,COMP,Comprehensive,active,348761.22,3088.01,2025-03-25,2026-03-25
COV002325,POL002425,PD,Property Damage,active,405835.77,1268.97,2024-09-09,2025-09-09
COV002326,POL002426,MED,Medical Payments,active,171308.17,546.1,2023-05-04,2024-05-03
COV002327,POL002427,COMP,Comprehensive,active,302026.02,586.17,2023-07-17,2024-07-16
COV002328,POL002428,MED,Medical Payments,active,273054.1,838.47,2023-07-14,2024-07-13
COV002329,POL002429,COMP,Comprehensive,active,178578.9,734.15,2024-08-01,2025-08-01
COV002330,POL002430,MED,Medical Payments,active,228522.62,3565.89,2026-03-12,2027-03-12
COV002331,POL002431,COMP,Comprehensive,active,249423.78,1785.86,2026-03-07,2027-03-07
COV002332,POL002432,BI,Bodily Injury,active,430711.23,282.14,2025-05-18,2026-05-18
COV002333,POL002433,PD,Property Damage,active,152658.34,901.27,2025-10-02,2026-10-02
COV002334,POL002434,MED,Medical Payments,active,148395.64,2027.83,2026-07-16,2027-07-16
COV002335,POL002435,MED,Medical Payments,active,301050.25,1200.91,2024-12-06,2025-12-06
COV002336,POL002436,COMP,Comprehensive,active,251509.62,2377.01,2026-03-26,2027-03-26
COV002337,POL002437,COLL,Collision,active,284816.61,3635.88,2023-03-07,2024-03-06
COV002338,POL002438,PD,Property Damage,active,266199.9,4417.96,2023-03-02,2024-03-01
COV002339,POL002439,COMP,Comprehensive,active,305390.04,4023.25,2025-04-08,2026-04-08
