premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM002377,POL002477,COV002377,2025-11-16,2026-11-16,cancellation,1537.88,968.48
PREM002378,POL002478,COV002378,2023-07-29,2024-07-28,cancellation,1519.5,849.65
PREM002379,POL002479,COV002379,2023-03-18,2024-03-17,new_business,2309.15,1466.92
PREM002380,POL002480,COV002380,2026-07-17,2027-07-17,cancellation,2456.39,2107.49
PREM002381,POL002481,COV002381,2025-11-23,2026-11-23,new_business,856.9,480.96
PREM002382,POL002482,COV002382,2024-08-15,2025-08-15,new_business,781.9,480.78
PREM002383,POL002483,COV002383,2023-11-12,2024-11-11,cancellation,699.8,417.73
PREM002384,POL002484,COV002384,2025-07-09,2026-07-09,reinstatement,1511.21,1168.38
PREM002385,POL002485,COV002385,2026-01-07,2027-01-07,reinstatement,1937.25,1553.37
PREM002386,POL002486,COV002386,2025-09-14,2026-09-14,cancellation,1146.39,749.84
PREM002387,POL002487,COV002387,2026-03-26,2027-03-26,renewal,1603.4,898.51
PREM002388,POL002488,COV002388,2024-04-11,2025-04-11,new_business,840.74,629.52
PREM002389,POL002489,COV002389,2025-05-19,2026-05-19,new_business,1878.95,1690.95
PREM002390,POL002490,COV002390,2024-04-27,2025-04-27,reinstatement,911.27,846.1
PREM002391,POL002491,COV002391,2025-03-08,2026-03-08,endorsement,1934.52,1385.5
PREM002392,POL002492,COV002392,2026-01-03,2027-01-03,new_business,2200.47,1226.91
PREM002393,POL002493,COV002393,2023-02-13,2024-02-13,reinstatement,2708.22,1460.49
PREM002394,POL002494,COV002394,2025-04-05,2026-04-05,reinstatement,1489.12,1218.02
PREM002395,POL002495,COV002395,2026-09-14,2027-09-14,renewal,2780.33,2756.8
PREM002396,POL002496,COV002396,2024-09-04,2025-09-04,cancellation,374.68,342.06
PREM002397,POL002497,COV002397,2023-01-17,2024-01-17,cancellation,1047.51,930.74
PREM002398,POL002498,COV002398,2024-07-02,2025-07-02,endorsement,1088.9,1087.23
PREM002399,POL002499,COV002399,2026-06-16,2027-06-16,audit,1082.36,599.63
PREM002400,POL002500,COV002400,2026-05-28,2027-05-28,reinstatement,1175.77,728.8
PREM002401,POL002501,COV002401,2024-04-25,2025-04-25,cancellation,2852.65,2568.88
PREM002402,POL002502,COV002402,2023-05-06,2024-05-05,renewal,2261.62,1771.14
PREM002403,POL002503,COV002403,2025-05-29,2026-05-29,renewal,1347.72,881.95
PREM002404,POL002504,COV002404,2024-05-10,2025-05-10,cancellation,904.53,844.46
PREM002405,POL002505,COV002405,2025-07-31,2026-07-31,reinstatement,290.3,170.04
PREM002406,POL002506,COV002406,2026-06-06,2027-06-06,renewal,2872.99,2503.68
PREM002407,POL002507,COV002407,2023-03-21,2024-03-20,audit,2394.46,2213.46
PREM002408,POL002508,COV002408,2025-02-11,2026-02-11,reinstatement,1201.53,620.4
PREM002409,POL002509,COV002409,2023-11-14,2024-11-13,audit,757.86,543.3
PREM002410,POL002510,COV002410,2025-04-04,2026-04-04,endorsement,231.07,199.8
PREM002411,POL002511,COV002411,2026-03-10,2027-03-10,reinstatement,2303.0,1646.37
PREM002412,POL002512,COV002412,2024-12-29,2025-12-29,cancellation,2789.88,2296.29
PREM002413,POL002513,COV002413,2024-09-13,2025-09-13,endorsement,2652.36,1911.17
PREM002414,POL002514,COV002414,2023-06-21,2024-06-20,audit,1252.78,630.25
PREM002415,POL002515,COV002415,2026-05-13,2027-05-13,audit,563.69,436.8
PREM002416,POL002516,COV002416,2026-04-10,2027-04-10,renewal,473.02,252.85
PREM002417,POL002517,COV002417,2025-06-10,2026-06-10,new_business,2823.47,2276.74
PREM002418,POL002518,COV002418,2025-04-22,2026-04-22,endorsement,2198.17,1865.53
PREM002419,POL002519,COV002419,2024-08-19,2025-08-19,renewal,680.37,476.25
PREM002420,POL002520,COV002420,2023-02-20,2024-02-20,renewal,1369.97,1070.1
PREM002421,POL002521,COV002421,2024-10-05,2025-10-05,renewal,592.89,410.17
PREM002422,POL002522,COV002422,2026-04-03,2027-04-03,audit,1304.61,1059.6
PREM002423,POL002523,COV002423,2023-01-16,2024-01-16,audit,236.64,197.61
PREM002424,POL002524,COV002424,2023-06-03,2024-06-02,audit,1562.38,1071.33
PREM002425,POL002525,COV002425,2023-08-07,2024-08-06,endorsement,2390.95,1598.36
PREM002426,POL002526,COV002426,2026-01-23,2027-01-23,new_business,992.07,937.71
PREM002427,POL002527,COV002427,2026-02-03,2027-02-03,audit,2595.55,2234.93
PREM002428,POL002528,COV002428,2026-01-18,2027-01-18,audit,1578.23,1236.68
PREM002429,POL002529,COV002429,2026-06-28,2027-06-28,cancellation,537.63,505.41
PREM002430,POL002530,COV002430,2024-06-03,2025-06-03,cancellation,1066.32,843.45
PREM002431,POL002531,COV002431,2025-02-18,2026-02-18,reinstatement,481.75,364.98
PREM002432,POL002532,COV002432,2025-03-14,2026-03-14,cancellation,494.35,391.24
PREM002433,POL002533,COV002433,2025-01-08,2026-01-08,audit,2431.51,1800.27
PREM002434,POL002534,COV002434,2023-04-18,2024-04-17,cancellation,1641.53,1022.16
PREM002435,POL002535,COV002435,2025-01-07,2026-01-07,endorsement,1918.09,1261.94
PREM002436,POL002536,COV002436,2026-08-11,2027-08-11,endorsement,582.34,444.44
PREM002437,POL002537,COV002437,2024-03-11,2025-03-11,renewal,2017.74,1316.67
PREM002438,POL002538,COV002438,2026-05-17,2027-05-17,cancellation,774.11,404.57
PREM002439,POL002539,COV002439,2026-04-30,2027-04-30,cancellation,1949.06,1051.66
PREM002440,POL002540,COV002440,2026-03-06,2027-03-06,renewal,1197.94,987.36
PREM002441,POL002541,COV002441,2023-02-25,2024-02-25,endorsement,2343.61,1871.0
PREM002442,POL002542,COV002442,2024-09-23,2025-09-23,renewal,2278.0,2222.65
PREM002443,POL002543,COV002443,2026-04-04,2027-04-04,renewal,1504.23,1159.11
PREM002444,POL002544,COV002444,2025-07-10,2026-07-10,endorsement,880.25,657.03
PREM002445,POL002545,COV002445,2023-01-16,2024-01-16,new_business,2229.02,2221.78
PREM002446,POL002546,COV002446,2024-05-26,2025-05-26,cancellation,504.5,346.03
PREM002447,POL002547,COV002447,2024-01-06,2025-01-05,renewal,2295.29,1409.33
PREM002448,POL002548,COV002448,2025-04-06,2026-04-06,audit,1502.65,1088.16
PREM002449,POL002549,COV002449,2026-09-10,2027-09-10,endorsement,2698.66,2471.26
PREM002450,POL002550,COV002450,2026-02-13,2027-02-13,audit,1088.95,791.25
PREM002451,POL002551,COV002451,2024-11-01,2025-11-01,cancellation,555.92,497.92
PREM002452,POL002552,COV002452,2024-10-05,2025-10-05,renewal,140.56,110.34
PREM002453,POL002553,COV002453,2023-08-07,2024-08-06,renewal,2915.63,1481.1
PREM002454,POL002554,COV002454,2024-07-14,2025-07-14,endorsement,350.2,243.49
PREM002455,POL002555,COV002455,2024-12-12,2025-12-12,cancellation,1595.14,1346.62
PREM002456,POL002556,COV002456,2023-07-09,2024-07-08,new_business,1868.3,1161.63
PREM002457,POL002557,COV002457,2023-01-08,2024-01-08,renewal,840.23,598.2
PREM002458,POL002558,COV002458,2025-03-21,2026-03-21,reinstatement,2771.08,2733.04
PREM002459,POL002559,COV002459,2024-11-12,2025-11-12,renewal,1849.36,1083.01
PREM002460,POL002560,COV002460,2025-01-08,2026-01-08,cancellation,1832.96,1332.51
PREM002461,POL002561,COV002461,2024-04-13,2025-04-13,cancellation,2840.49,1661.92
PREM002462,POL002562,COV002462,2024-01-06,2025-01-05,endorsement,2861.04,2069.89
PREM002463,POL002563,COV002463,2026-06-11,2027-06-11,cancellation,671.8,446.29
PREM002464,POL002564,COV002464,2023-11-25,2024-11-24,new_business,71.68,54.08
PREM002465,POL002565,COV002465,2026-09-12,2027-09-12,endorsement,238.65,199.47
PREM002466,POL002566,COV002466,2024-02-13,2025-02-12,audit,1275.64,846.19
PREM002467,POL002567,COV002467,2025-06-28,2026-06-28,audit,1536.5,1440.32
PREM002468,POL002568,COV002468,2024-08-31,2025-08-31,new_business,1215.57,805.42
PREM002469,POL002569,COV002469,2026-06-24,2027-06-24,renewal,996.25,784.37
PREM002470,POL002570,COV002470,2025-04-14,2026-04-14,new_business,1091.59,779.85
PREM002471,POL002571,COV002471,2025-12-06,2026-12-06,reinstatement,2604.67,2004.87
PREM002472,POL002572,COV002472,2024-10-05,2025-10-05,audit,773.5,440.19
PREM002473,POL002573,COV002473,2025-07-04,2026-07-04,audit,1033.01,928.45
PREM002474,POL002574,COV002474,2026-07-11,2027-07-11,new_business,670.2,616.09
PREM002475,POL002575,COV002475,2026-04-22,2027-04-22,audit,406.12,275.27
PREM002476,POL002576,COV002476,2024-08-15,2025-08-15,new_business,2776.79,2303.29
PREM002477,POL002577,COV002477,2024-10-09,2025-10-09,cancellation,2734.32,2446.31
PREM002478,POL002578,COV002478,2025-01-25,2026-01-25,renewal,475.01,458.22
PREM002479,POL002579,COV002479,2024-05-29,2025-05-29,endorsement,250.0,172.14
PREM002480,POL002580,COV002480,2023-04-09,2024-04-08,reinstatement,911.7,736.22
PREM002481,POL002581,COV002481,2024-10-28,2025-10-28,endorsement,1287.39,1084.89
PREM002482,POL002582,COV002482,2023-02-11,2024-02-11,cancellation,2489.13,2400.85
PREM002483,POL002583,COV002483,2023-08-12,2024-08-11,renewal,2247.01,1912.4
PREM002484,POL002584,COV002484,2024-04-11,2025-04-11,renewal,917.62,610.95
PREM002485,POL002585,COV002485,2026-06-21,2027-06-21,new_business,758.4,405.69
PREM002486,POL002586,COV002486,2023-02-01,2024-02-01,endorsement,1317.51,1234.41
PREM002487,POL002587,COV002487,2023-07-29,2024-07-28,new_business,2266.87,1302.03
PREM002488,POL002588,COV002488,2025-01-04,2026-01-04,reinstatement,2040.47,1301.64
PREM002489,POL002589,COV002489,2024-03-11,2025-03-11,audit,73.23,64.19
PREM002490,POL002590,COV002490,2025-03-18,2026-03-18,new_business,865.22,713.72
PREM002491,POL002591,COV002491,2024-06-10,2025-06-10,endorsement,1265.65,965.62
PREM002492,POL002592,COV002492,2024-09-28,2025-09-28,endorsement,363.79,239.82
PREM002493,POL002593,COV002493,2026-05-02,2027-05-02,renewal,2445.03,1946.77
PREM002494,POL002594,COV002494,2024-07-18,2025-07-18,cancellation,1104.05,700.95
PREM002495,POL002595,COV002495,2023-01-06,2024-01-06,cancellation,98.92,93.32
PREM002496,POL002596,COV002496,2025-11-17,2026-11-17,renewal,2561.42,1400.14
PREM002497,POL002597,COV002497,2025-02-12,2026-02-12,audit,1331.28,903.6
PREM002498,POL002598,COV002498,2024-02-28,2025-02-27,renewal,1485.75,1293.36
PREM002499,POL002599,COV002499,2024-03-01,2025-03-01,reinstatement,1780.15,1674.29
PREM002500,POL002600,COV002500,2024-06-17,2025-06-17,new_business,2990.37,1965.04
PREM002501,POL002601,COV002501,2026-09-07,2027-09-07,renewal,2753.45,1512.87
PREM002502,POL002602,COV002502,2024-12-05,2025-12-05,endorsement,1908.89,1857.47
PREM002503,POL002603,COV002503,2023-07-17,2024-07-16,reinstatement,1729.65,1090.19
PREM002504,POL002604,COV002504,2023-10-25,2024-10-24,reinstatement,607.13,521.42
PREM002505,POL002605,COV002505,2026-06-28,2027-06-28,reinstatement,1040.01,886.82
PREM002506,POL002606,COV002506,2023-07-03,2024-07-02,audit,2719.74,2398.92
PREM002507,POL002607,COV002507,2023-05-22,2024-05-21,audit,2331.1,1622.89
PREM002508,POL002608,COV002508,2024-09-27,2025-09-27,renewal,199.38,152.76
PREM002509,POL002609,COV002509,2025-05-26,2026-05-26,reinstatement,1061.35,769.74
PREM002510,POL002610,COV002510,2023-12-09,2024-12-08,cancellation,2339.58,2303.81
PREM002511,POL002611,COV002511,2024-01-20,2025-01-19,new_business,689.24,472.08
PREM002512,POL002612,COV002512,2026-03-03,2027-03-03,new_business,418.08,385.71
PREM002513,POL002613,COV002513,2024-10-21,2025-10-21,cancellation,1861.85,1824.21
PREM002514,POL002614,COV002514,2025-01-20,2026-01-20,audit,288.51,246.88
PREM002515,POL002615,COV002515,2024-11-13,2025-11-13,audit,1424.21,969.05
PREM002516,POL002616,COV002516,2025-05-17,2026-05-17,renewal,2828.26,1450.33
PREM002517,POL002617,COV002517,2023-06-10,2024-06-09,reinstatement,1019.43,622.17
PREM002518,POL002618,COV002518,2024-03-06,2025-03-06,new_business,1601.49,1148.49
PREM002519,POL002619,COV002519,2025-11-13,2026-11-13,cancellation,965.03,608.73
PREM002520,POL002620,COV002520,2024-08-13,2025-08-13,endorsement,2441.74,2025.94
PREM002521,POL002621,COV002521,2025-12-01,2026-12-01,audit,2642.67,1959.87
PREM002522,POL002622,COV002522,2024-08-09,2025-08-09,cancellation,114.11,91.09
PREM002523,POL002623,COV002523,2024-11-26,2025-11-26,renewal,305.25,245.28
PREM002524,POL002624,COV002524,2024-08-09,2025-08-09,endorsement,2868.29,1889.1
PREM002525,POL002625,COV002525,2025-12-26,2026-12-26,endorsement,1176.04,900.57
PREM002526,POL002626,COV002526,2025-01-03,2026-01-03,audit,825.98,657.25
PREM002527,POL002627,COV002527,2023-04-06,2024-04-05,reinstatement,2565.26,2154.27
PREM002528,POL002628,COV002528,2023-11-29,2024-11-28,cancellation,339.71,251.69
PREM002529,POL002629,COV002529,2025-01-14,2026-01-14,renewal,891.97,481.38
PREM002530,POL002630,COV002530,2024-04-04,2025-04-04,renewal,2421.37,1232.32
PREM002531,POL002631,COV002531,2023-09-17,2024-09-16,reinstatement,2690.36,2635.88
PREM002532,POL002632,COV002532,2023-09-19,2024-09-18,reinstatement,707.53,503.69
PREM002533,POL002633,COV002533,2026-08-16,2027-08-16,endorsement,2813.64,2498.18
PREM002534,POL002634,COV002534,2025-06-21,2026-06-21,reinstatement,348.87,302.73
PREM002535,POL002635,COV002535,2026-08-01,2027-08-01,new_business,1930.14,1585.0
PREM002536,POL002636,COV002536,2024-01-17,2025-01-16,reinstatement,798.66,539.93
PREM002537,POL002637,COV002537,2024-12-28,2025-12-28,new_business,2369.17,1473.93
PREM002538,POL002638,COV002538,2025-03-03,2026-03-03,cancellation,1033.7,786.2
PREM002539,POL002639,COV002539,2026-03-08,2027-03-08,new_business,1686.26,1205.75
PREM002540,POL002640,COV002540,2024-08-23,2025-08-23,reinstatement,2775.31,1768.18
PREM002541,POL002641,COV002541,2025-06-14,2026-06-14,reinstatement,2390.12,1804.3
PREM002542,POL002642,COV002542,2024-03-16,2025-03-16,audit,2198.12,1144.53
PREM002543,POL002643,COV002543,2026-06-28,2027-06-28,audit,891.87,689.41
PREM002544,POL002644,COV002544,2025-02-03,2026-02-03,new_business,2514.73,2319.33
PREM002545,POL002645,COV002545,2026-03-16,2027-03-16,audit,679.76,513.43
PREM002546,POL002646,COV002546,2023-09-10,2024-09-09,reinstatement,1391.96,1017.5
PREM002547,POL002647,COV002547,2023-08-30,2024-08-29,reinstatement,129.65,91.92
PREM002548,POL002648,COV002548,2024-08-15,2025-08-15,reinstatement,1983.71,1024.61
PREM002549,POL002649,COV002549,2025-03-22,2026-03-22,renewal,695.05,603.5
PREM002550,POL002650,COV002550,2025-08-27,2026-08-27,renewal,628.82,564.71
PREM002551,POL002651,COV002551,2025-04-16,2026-04-16,new_business,2857.97,2542.28
PREM002552,POL002652,COV002552,2024-07-04,2025-07-04,reinstatement,1341.56,1026.95
PREM002553,POL002653,COV002553,2025-04-09,2026-04-09,audit,2595.0,1453.49
PREM002554,POL002654,COV002554,2024-02-28,2025-02-27,reinstatement,1750.81,1361.77
PREM002555,POL002655,COV002555,2023-06-10,2024-06-09,endorsement,1585.22,914.09
PREM002556,POL002656,COV002556,2024-02-24,2025-02-23,renewal,403.8,358.35
PREM002557,POL002657,COV002557,2026-02-15,2027-02-15,new_business,1471.63,1006.53
PREM002558,POL002658,COV002558,2026-06-02,2027-06-02,renewal,308.03,209.06
PREM002559,POL002659,COV002559,2024-06-07,2025-06-07,endorsement,200.62,189.81
PREM002560,POL002660,COV002560,2024-11-13,2025-11-13,endorsement,583.17,369.33
PREM002561,POL002661,COV002561,2025-05-18,2026-05-18,reinstatement,492.24,375.98
PREM002562,POL002662,COV002562,2023-04-02,2024-04-01,reinstatement,1572.48,1483.01
PREM002563,POL002663,COV002563,2023-09-12,2024-09-11,new_business,922.32,761.28
PREM002564,POL002664,COV002564,2023-05-03,2024-05-02,audit,188.71,152.71
PREM002565,POL002665,COV002565,2025-09-08,2026-09-08,cancellation,322.97,242.58
PREM002566,POL002666,COV002566,2025-04-29,2026-04-29,reinstatement,988.6,615.13
PREM002567,POL002667,COV002567,2023-10-05,2024-10-04,cancellation,418.1,395.98
PREM002568,POL002668,COV002568,2024-08-07,2025-08-07,renewal,1367.83,720.35
PREM002569,POL002669,COV002569,2023-02-23,2024-02-23,cancellation,586.34,371.01
PREM002570,POL002670,COV002570,2024-04-30,2025-04-30,endorsement,1940.78,1590.22
PREM002571,POL002671,COV002571,2024-01-16,2025-01-15,audit,1320.66,1186.65
PREM002572,POL002672,COV002572,2023-07-20,2024-07-19,reinstatement,2241.47,1165.75
PREM002573,POL002673,COV002573,2025-02-25,2026-02-25,cancellation,908.05,464.35
PREM002574,POL002674,COV002574,2025-09-26,2026-09-26,audit,2791.13,2006.93
PREM002575,POL002675,COV002575,2023-02-01,2024-02-01,cancellation,2295.78,1195.42
PREM002576,POL002676,COV002576,2024-10-13,2025-10-13,reinstatement,2498.39,2313.91
PREM002577,POL002677,COV002577,2025-06-19,2026-06-19,reinstatement,908.2,459.93
PREM002578,POL002678,COV002578,2025-08-28,2026-08-28,audit,88.16,67.27
PREM002579,POL002679,COV002579,2025-09-07,2026-09-07,reinstatement,2253.2,1905.92
PREM002580,POL002680,COV002580,2023-06-26,2024-06-25,endorsement,1732.44,947.69
PREM002581,POL002681,COV002581,2024-04-10,2025-04-10,audit,1222.79,771.49
PREM002582,POL002682,COV002582,2026-03-24,2027-03-24,reinstatement,787.9,736.11
PREM002583,POL002683,COV002583,2024-01-26,2025-01-25,new_business,2853.21,2281.99
PREM002584,POL002684,COV002584,2026-05-03,2027-05-03,endorsement,1748.66,1101.29
PREM002585,POL002685,COV002585,2024-09-08,2025-09-08,new_business,212.38,175.29
PREM002586,POL002686,COV002586,2024-09-11,2025-09-11,endorsement,1493.13,780.23
PREM002587,POL002687,COV002587,2026-08-30,2027-08-30,renewal,1024.5,654.05
PREM002588,POL002688,COV002588,2026-08-04,2027-08-04,audit,462.17,456.04
PREM002589,POL002689,COV002589,2024-09-18,2025-09-18,reinstatement,2863.61,2265.57
PREM002590,POL002690,COV002590,2024-01-12,2025-01-11,new_business,2483.61,2003.98
PREM002591,POL002691,COV002591,2024-09-24,2025-09-24,cancellation,1414.84,731.18
PREM002592,POL002692,COV002592,2026-06-08,2027-06-08,audit,572.7,433.81
PREM002593,POL002693,COV002593,2025-07-23,2026-07-23,renewal,709.87,654.78
PREM002594,POL002694,COV002594,2023-09-02,2024-09-01,reinstatement,1587.27,884.35
PREM002595,POL002695,COV002595,2025-06-06,2026-06-06,reinstatement,2565.71,1993.54
PREM002596,POL002696,COV002596,2023-03-25,2024-03-24,renewal,1490.51,1349.31
PREM002597,POL002697,COV002597,2025-07-15,2026-07-15,cancellation,2546.84,2439.37
PREM002598,POL002698,COV002598,2026-07-23,2027-07-23,endorsement,258.65,207.55
PREM002599,POL002699,COV002599,2023-07-29,2024-07-28,cancellation,2807.35,2175.1
PREM002600,POL002700,COV002600,2024-02-16,2025-02-15,new_business,2196.8,1551.06
PREM002601,POL002701,COV002601,2023-06-01,2024-05-31,endorsement,1630.72,1537.4
PREM002602,POL002702,COV002602,2024-08-06,2025-08-06,cancellation,635.72,632.36
PREM002603,POL002703,COV002603,2025-09-07,2026-09-07,reinstatement,2048.37,1411.84
PREM002604,POL002704,COV002604,2025-11-18,2026-11-18,endorsement,626.64,620.17
PREM002605,POL002705,COV002605,2024-02-27,2025-02-26,reinstatement,1364.8,925.63
PREM002606,POL002706,COV002606,2026-01-31,2027-01-31,renewal,2322.19,1673.1
PREM002607,POL002707,COV002607,2025-05-04,2026-05-04,endorsement,2224.44,1638.99
PREM002608,POL002708,COV002608,2024-08-30,2025-08-30,cancellation,2284.17,1807.28
PREM002609,POL002709,COV002609,2024-09-23,2025-09-23,new_business,1187.48,1067.99
PREM002610,POL002710,COV002610,2023-03-27,2024-03-26,renewal,1134.42,901.44
PREM002611,POL002711,COV002611,2023-11-04,2024-11-03,endorsement,168.5,152.21
PREM002612,POL002712,COV002612,2025-10-24,2026-10-24,renewal,904.0,509.79
PREM002613,POL002713,COV002613,2023-06-23,2024-06-22,new_business,2853.13,1790.08
PREM002614,POL002714,COV002614,2026-06-25,2027-06-25,endorsement,2519.15,2190.1
PREM002615,POL002715,COV002615,2023-04-05,2024-04-04,endorsement,58.7,46.46
PREM002616,POL002716,COV002616,2023-01-31,2024-01-31,renewal,2894.54,2461.81
PREM002617,POL002717,COV002617,2023-05-26,2024-05-25,new_business,1628.29,1458.94
PREM002618,POL002718,COV002618,2023-10-12,2024-10-11,audit,1197.03,1059.47
PREM002619,POL002719,COV002619,2024-11-07,2025-11-07,renewal,2184.07,1881.21
PREM002620,POL002720,COV002620,2023-11-12,2024-11-11,reinstatement,544.99,309.63
PREM002621,POL002721,COV002621,2024-02-24,2025-02-23,cancellation,1950.72,1734.71
PREM002622,POL002722,COV002622,2026-06-18,2027-06-18,endorsement,2880.9,1811.72
PREM002623,POL002723,COV002623,2026-07-07,2027-07-07,cancellation,1550.04,1119.98
PREM002624,POL002724,COV002624,2026-01-13,2027-01-13,new_business,819.82,530.47
PREM002625,POL002725,COV002625,2025-03-09,2026-03-09,new_business,2456.17,2429.51
PREM002626,POL002726,COV002626,2026-07-24,2027-07-24,audit,1833.77,1647.78
PREM002627,POL002727,COV002627,2025-04-15,2026-04-15,cancellation,2027.08,1298.99
PREM002628,POL002728,COV002628,2025-02-10,2026-02-10,new_business,1069.74,907.95
PREM002629,POL002729,COV002629,2025-02-21,2026-02-21,endorsement,1872.09,1806.27
PREM002630,POL002730,COV002630,2026-03-05,2027-03-05,cancellation,628.21,618.23
PREM002631,POL002731,COV002631,2023-12-21,2024-12-20,endorsement,2980.11,2652.18
PREM002632,POL002732,COV002632,2023-01-10,2024-01-10,cancellation,2165.46,1735.5
PREM002633,POL002733,COV002633,2024-08-16,2025-08-16,endorsement,812.07,473.28
PREM002634,POL002734,COV002634,2025-06-16,2026-06-16,cancellation,1814.36,1428.09
PREM002635,POL002735,COV002635,2023-01-03,2024-01-03,endorsement,2986.86,2217.0
PREM002636,POL002736,COV002636,2024-08-02,2025-08-02,new_business,1181.92,1038.65
PREM002637,POL002737,COV002637,2026-02-17,2027-02-17,endorsement,1613.38,1509.65
PREM002638,POL002738,COV002638,2024-06-24,2025-06-24,new_business,2669.45,2620.17
PREM002639,POL002739,COV002639,2025-02-12,2026-02-12,reinstatement,1830.44,1629.13
PREM002640,POL002740,COV002640,2025-11-30,2026-11-30,renewal,742.42,647.72
PREM002641,POL002741,COV002641,2026-08-27,2027-08-27,reinstatement,445.9,304.28
PREM002642,POL002742,COV002642,2023-01-29,2024-01-29,new_business,1075.04,997.75
PREM002643,POL002743,COV002643,2024-05-12,2025-05-12,audit,2795.61,1595.93
PREM002644,POL002744,COV002644,2023-09-08,2024-09-07,endorsement,1726.56,1580.76
PREM002645,POL002745,COV002645,2024-12-17,2025-12-17,audit,189.56,170.44
PREM002646,POL002746,COV002646,2023-08-31,2024-08-30,cancellation,1201.49,741.39
PREM002647,POL002747,COV002647,2024-07-16,2025-07-16,cancellation,153.33,106.54
PREM002648,POL002748,COV002648,2023-05-01,2024-04-30,reinstatement,1328.28,858.65
PREM002649,POL002749,COV002649,2026-08-21,2027-08-21,renewal,2092.52,1819.34
PREM002650,POL002750,COV002650,2023-07-21,2024-07-20,endorsement,1969.31,1757.86
PREM002651,POL002751,COV002651,2023-07-12,2024-07-11,audit,2894.42,1781.54
PREM002652,POL002752,COV002652,2026-07-22,2027-07-22,audit,415.17,267.05
PREM002653,POL002753,COV002653,2023-07-19,2024-07-18,audit,1747.57,1142.3
PREM002654,POL002754,COV002654,2024-11-20,2025-11-20,reinstatement,133.94,71.06
PREM002655,POL002755,COV002655,2023-10-20,2024-10-19,new_business,1585.88,1539.09
PREM002656,POL002756,COV002656,2026-07-20,2027-07-20,new_business,2094.36,2052.39
PREM002657,POL002757,COV002657,2025-07-30,2026-07-30,cancellation,738.61,619.84
PREM002658,POL002758,COV002658,2024-04-15,2025-04-15,audit,1817.68,1477.84
PREM002659,POL002759,COV002659,2023-01-26,2024-01-26,reinstatement,2200.07,1283.87
PREM002660,POL002760,COV002660,2023-03-04,2024-03-03,audit,396.89,282.88
PREM002661,POL002761,COV002661,2023-06-11,2024-06-10,cancellation,2365.41,2273.14
PREM002662,POL002762,COV002662,2024-09-08,2025-09-08,renewal,665.09,545.19
PREM002663,POL002763,COV002663,2026-03-07,2027-03-07,new_business,2165.27,1194.45
PREM002664,POL002764,COV002664,2024-03-28,2025-03-28,cancellation,481.94,273.34
PREM002665,POL002765,COV002665,2025-05-09,2026-05-09,endorsement,1031.43,809.91
PREM002666,POL002766,COV002666,2024-06-13,2025-06-13,audit,506.37,381.46
PREM002667,POL002767,COV002667,2023-03-31,2024-03-30,cancellation,1669.5,888.68
PREM002668,POL002768,COV002668,2023-01-09,2024-01-09,new_business,974.06,576.63
PREM002669,POL002769,COV002669,2024-07-02,2025-07-02,reinstatement,1541.71,1224.83
PREM002670,POL002770,COV002670,2026-08-05,2027-08-05,cancellation,160.14,133.75
PREM002671,POL002771,COV002671,2025-12-07,2026-12-07,reinstatement,1051.2,797.2
PREM002672,POL002772,COV002672,2025-03-16,2026-03-16,reinstatement,2806.15,1698.71
PREM002673,POL002773,COV002673,2023-04-25,2024-04-24,renewal,2589.13,2531.74
PREM002674,POL002774,COV002674,2025-08-02,2026-08-02,endorsement,2809.85,1935.65
PREM002675,POL002775,COV002675,2026-08-24,2027-08-24,endorsement,290.01,279.66
PREM002676,POL002776,COV002676,2023-01-16,2024-01-16,cancellation,1717.66,1411.43
PREM002677,POL002777,COV002677,2025-09-04,2026-09-04,new_business,329.32,234.08
PREM002678,POL002778,COV002678,2023-02-28,2024-02-28,reinstatement,1566.43,1521.3
PREM002679,POL002779,COV002679,2025-02-08,2026-02-08,renewal,860.18,837.6
PREM002680,POL002780,COV002680,2026-02-10,2027-02-10,reinstatement,912.68,806.07
PREM002681,POL002781,COV002681,2026-09-03,2027-09-03,cancellation,252.02,189.56
PREM002682,POL002782,COV002682,2023-06-30,2024-06-29,reinstatement,588.04,328.36
PREM002683,POL002783,COV002683,2025-02-25,2026-02-25,endorsement,1775.7,1039.33
PREM002684,POL002784,COV002684,2025-03-09,2026-03-09,renewal,853.58,554.97
PREM002685,POL002785,COV002685,2023-09-01,2024-08-31,renewal,1302.16,665.99
PREM002686,POL002786,COV002686,2023-02-06,2024-02-06,endorsement,317.64,295.16
PREM002687,POL002787,COV002687,2026-03-12,2027-03-12,endorsement,1548.43,1430.72
PREM002688,POL002788,COV002688,2024-11-25,2025-11-25,reinstatement,2249.04,1534.95
PREM002689,POL002789,COV002689,2024-05-01,2025-05-01,renewal,741.2,390.57
PREM002690,POL002790,COV002690,2025-05-05,2026-05-05,new_business,1296.35,827.69
PREM002691,POL002791,COV002691,2023-01-21,2024-01-21,renewal,2269.74,1610.63
PREM002692,POL002792,COV002692,2026-05-19,2027-05-19,reinstatement,694.34,403.24
PREM002693,POL002793,COV002693,2023-01-07,2024-01-07,endorsement,158.11,79.98
PREM002694,POL002794,COV002694,2024-03-20,2025-03-20,reinstatement,2537.4,1346.65
