payment_id,policy_id,customer_id,payment_date,payment_status,payment_method,billed_amount,paid_amount
PAY002259,POL002359,CUST002340,2026-04-06,failed,other,878.69,878.69
PAY002260,POL002360,CUST003126,2025-05-02,reversed,other,1735.71,1735.71
PAY002261,POL002361,CUST001026,2025-04-10,refunded,wire,693.51,693.51
PAY002262,POL002362,CUST003350,2024-10-29,paid,check,1547.51,0.0
PAY002263,POL002363,CUST001407,2025-06-25,scheduled,ach,541.51,541.51
PAY002264,POL002364,CUST001633,2025-09-04,refunded,payroll,722.93,722.93
PAY002265,POL002365,CUST004224,2024-04-04,failed,cash,1926.76,0.0
PAY002266,POL002366,CUST002633,2025-11-09,paid,check,806.85,806.85
PAY002267,POL002367,CUST003803,2025-05-18,past_due,check,1842.63,1842.63
PAY002268,POL002368,CUST003842,2024-07-20,scheduled,payroll,431.44,431.44
PAY002269,POL002369,CUST002838,2024-11-07,failed,cash,1628.77,1628.77
PAY002270,POL002370,CUST001434,2025-09-23,paid,payroll,1589.71,1589.71
PAY002271,POL002371,CUST001613,2024-06-06,failed,payroll,1673.44,0.0
PAY002272,POL002372,CUST003111,2024-09-17,scheduled,card,964.03,964.03
PAY002273,POL002373,CUST002758,2025-02-19,paid,wire,846.69,846.69
PAY002274,POL002374,CUST004716,2025-06-22,past_due,card,623.61,0.0
PAY002275,POL002375,CUST003495,2025-06-09,refunded,other,951.01,951.01
PAY002276,POL002376,CUST001714,2024-06-12,paid,ach,778.68,778.68
PAY002277,POL002377,CUST002128,2025-10-10,paid,check,1321.26,1321.26
PAY002278,POL002378,CUST003572,2025-02-12,paid,ach,74.17,74.17
PAY002279,POL002379,CUST003177,2026-06-10,scheduled,wire,797.7,797.7
PAY002280,POL002380,CUST001273,2025-01-30,scheduled,check,178.69,0.0
PAY002281,POL002381,CUST004518,2024-12-20,past_due,ach,429.08,429.08
PAY002282,POL002382,CUST004640,2025-11-04,refunded,check,947.42,0.0
PAY002283,POL002383,CUST000867,2024-01-13,scheduled,other,1670.33,1670.33
PAY002284,POL002384,CUST002724,2025-08-04,paid,card,1124.12,1124.12
PAY002285,POL002385,CUST003741,2025-02-16,paid,cash,1183.92,1183.92
PAY002286,POL002386,CUST003532,2024-07-11,paid,card,439.41,0.0
PAY002287,POL002387,CUST002509,2026-04-07,paid,ach,835.11,0.0
PAY002288,POL002388,CUST001377,2024-09-25,refunded,payroll,1040.73,1040.73
PAY002289,POL002389,CUST000659,2025-05-22,paid,other,1881.87,1881.87
PAY002290,POL002390,CUST003776,2026-01-19,past_due,wire,1985.97,1985.97
PAY002291,POL002391,CUST004006,2024-07-06,paid,wire,1786.78,1786.78
PAY002292,POL002392,CUST002024,2026-05-28,reversed,cash,884.62,0.0
PAY002293,POL002393,CUST004249,2024-10-18,paid,card,1727.27,1727.27
PAY002294,POL002394,CUST002766,2025-01-26,reversed,other,1381.02,1381.02
PAY002295,POL002395,CUST000784,2024-07-07,past_due,cash,1766.81,1766.81
PAY002296,POL002396,CUST004383,2024-02-14,paid,cash,1028.99,1028.99
PAY002297,POL002397,CUST000193,2024-12-20,paid,payroll,990.16,990.16
PAY002298,POL002398,CUST004856,2024-07-16,paid,payroll,335.57,335.57
PAY002299,POL002399,CUST002423,2024-02-16,paid,cash,1739.46,1739.46
PAY002300,POL002400,CUST000942,2025-12-17,failed,cash,1198.57,0.0
PAY002301,POL002401,CUST000867,2024-12-14,refunded,check,694.97,694.97
PAY002302,POL002402,CUST004011,2026-07-01,paid,payroll,816.47,816.47
PAY002303,POL002403,CUST000534,2026-08-05,paid,wire,1665.66,1665.66
PAY002304,POL002404,CUST004469,2024-08-22,paid,payroll,807.88,0.0
PAY002305,POL002405,CUST003513,2025-06-10,scheduled,wire,348.12,348.12
PAY002306,POL002406,CUST004031,2025-01-16,failed,payroll,1794.72,1794.72
PAY002307,POL002407,CUST004249,2024-07-02,refunded,ach,1955.77,0.0
PAY002308,POL002408,CUST003020,2026-05-02,past_due,payroll,1406.31,1406.31
PAY002309,POL002409,CUST003133,2026-07-11,paid,ach,1714.36,0.0
PAY002310,POL002410,CUST004087,2025-09-27,refunded,cash,1168.07,1168.07
PAY002311,POL002411,CUST003080,2026-01-30,failed,check,491.94,491.94
PAY002312,POL002412,CUST000275,2026-03-12,past_due,cash,824.02,0.0
PAY002313,POL002413,CUST000918,2026-04-07,refunded,other,1370.87,1370.87
PAY002314,POL002414,CUST002256,2026-03-24,paid,payroll,154.04,154.04
PAY002315,POL002415,CUST000929,2026-06-08,past_due,ach,1464.85,1464.85
PAY002316,POL002416,CUST000435,2025-04-18,paid,other,1832.25,1832.25
PAY002317,POL002417,CUST003569,2024-04-13,reversed,card,1384.56,1384.56
PAY002318,POL002418,CUST003891,2026-03-15,scheduled,cash,951.85,951.85
PAY002319,POL002419,CUST004195,2026-07-26,paid,cash,1396.1,1396.1
PAY002320,POL002420,CUST002913,2024-10-10,failed,cash,1399.78,1399.78
PAY002321,POL002421,CUST004906,2026-04-10,scheduled,wire,226.5,226.5
PAY002322,POL002422,CUST000444,2026-04-28,scheduled,wire,1983.38,1983.38
PAY002323,POL002423,CUST004679,2025-09-03,paid,payroll,319.71,0.0
PAY002324,POL002424,CUST004041,2024-05-25,reversed,card,1247.14,1247.14
PAY002325,POL002425,CUST004968,2026-02-24,paid,card,1372.13,1372.13
PAY002326,POL002426,CUST003157,2024-10-28,paid,card,1073.95,1073.95
PAY002327,POL002427,CUST001146,2026-06-28,past_due,payroll,132.34,132.34
PAY002328,POL002428,CUST003629,2026-01-20,paid,check,1517.92,1517.92
PAY002329,POL002429,CUST001457,2025-02-10,paid,cash,497.95,497.95
PAY002330,POL002430,CUST002038,2025-08-12,paid,cash,900.9,900.9
PAY002331,POL002431,CUST004424,2024-09-22,paid,payroll,147.68,147.68
PAY002332,POL002432,CUST002600,2024-06-18,scheduled,check,1944.33,0.0
PAY002333,POL002433,CUST004652,2026-09-01,past_due,other,943.79,943.79
PAY002334,POL002434,CUST001607,2026-02-08,failed,check,480.37,480.37
PAY002335,POL002435,CUST001857,2026-06-17,paid,cash,140.26,140.26
PAY002336,POL002436,CUST002492,2026-04-14,past_due,ach,1592.62,1592.62
PAY002337,POL002437,CUST000544,2024-01-15,paid,wire,1333.65,1333.65
PAY002338,POL002438,CUST000349,2026-04-06,past_due,other,1135.4,1135.4
PAY002339,POL002439,CUST003696,2025-07-23,paid,payroll,1904.65,1904.65
PAY002340,POL002440,CUST004022,2025-12-29,paid,other,318.07,318.07
PAY002341,POL002441,CUST001222,2025-04-25,past_due,cash,1311.67,1311.67
PAY002342,POL002442,CUST004200,2024-08-19,refunded,other,152.2,152.2
PAY002343,POL002443,CUST003843,2025-11-12,failed,card,780.79,780.79
PAY002344,POL002444,CUST000849,2024-06-23,past_due,cash,1264.31,1264.31
PAY002345,POL002445,CUST000663,2026-07-31,paid,card,1174.51,1174.51
PAY002346,POL002446,CUST004017,2024-04-28,paid,cash,913.84,913.84
PAY002347,POL002447,CUST000495,2025-05-04,paid,payroll,78.69,78.69
PAY002348,POL002448,CUST003439,2024-11-12,refunded,card,280.68,0.0
PAY002349,POL002449,CUST003944,2025-11-07,paid,other,448.87,448.87
PAY002350,POL002450,CUST004353,2026-07-04,past_due,payroll,680.49,680.49
PAY002351,POL002451,CUST001755,2024-04-19,paid,cash,549.19,549.19
PAY002352,POL002452,CUST003794,2025-12-25,past_due,card,343.79,343.79
PAY002353,POL002453,CUST004957,2024-08-23,scheduled,check,1575.22,1575.22
PAY002354,POL002454,CUST004010,2024-10-01,reversed,other,1707.28,0.0
PAY002355,POL002455,CUST003473,2025-05-15,paid,wire,1985.05,1985.05
PAY002356,POL002456,CUST002378,2026-02-03,past_due,cash,1788.53,1788.53
PAY002357,POL002457,CUST004466,2025-05-06,paid,cash,184.06,184.06
PAY002358,POL002458,CUST002350,2026-09-12,past_due,wire,1691.09,1691.09
PAY002359,POL002459,CUST004428,2025-07-20,past_due,card,1530.1,1530.1
PAY002360,POL002460,CUST004188,2024-01-16,paid,card,1067.99,1067.99
PAY002361,POL002461,CUST000064,2026-06-03,failed,check,1161.87,0.0
PAY002362,POL002462,CUST003299,2025-01-23,failed,other,915.03,915.03
PAY002363,POL002463,CUST003049,2024-04-16,reversed,wire,1132.56,1132.56
PAY002364,POL002464,CUST003167,2026-09-04,past_due,ach,1548.4,1548.4
PAY002365,POL002465,CUST003429,2025-08-26,refunded,ach,255.24,255.24
PAY002366,POL002466,CUST001230,2026-09-09,past_due,other,775.96,775.96
PAY002367,POL002467,CUST001341,2025-05-27,failed,wire,1355.04,0.0
PAY002368,POL002468,CUST000025,2024-09-27,paid,card,127.41,127.41
PAY002369,POL002469,CUST002347,2025-09-11,failed,payroll,806.74,0.0
PAY002370,POL002470,CUST001192,2025-08-23,paid,cash,1430.46,0.0
PAY002371,POL002471,CUST004551,2026-07-02,refunded,ach,269.02,269.02
PAY002372,POL002472,CUST001184,2025-04-01,failed,payroll,316.24,316.24
PAY002373,POL002473,CUST003511,2024-05-30,paid,card,1665.41,1665.41
PAY002374,POL002474,CUST003188,2024-07-30,refunded,other,736.04,736.04
PAY002375,POL002475,CUST001664,2024-03-12,paid,payroll,1696.4,1696.4
PAY002376,POL002476,CUST003520,2025-12-13,failed,other,448.39,448.39
PAY002377,POL002477,CUST004337,2025-09-13,paid,ach,1125.84,1125.84
PAY002378,POL002478,CUST003553,2024-09-06,scheduled,ach,1126.78,1126.78
PAY002379,POL002479,CUST001164,2025-02-04,failed,check,1356.19,0.0
PAY002380,POL002480,CUST004019,2024-04-14,scheduled,check,68.42,0.0
PAY002381,POL002481,CUST004283,2026-03-21,paid,payroll,1640.37,1640.37
PAY002382,POL002482,CUST001614,2025-08-31,reversed,payroll,70.19,70.19
PAY002383,POL002483,CUST003233,2025-08-05,past_due,ach,557.63,557.63
PAY002384,POL002484,CUST000723,2026-02-25,paid,payroll,1728.17,0.0
PAY002385,POL002485,CUST003640,2024-01-26,scheduled,check,344.69,344.69
PAY002386,POL002486,CUST001876,2025-10-06,refunded,payroll,1866.41,0.0
PAY002387,POL002487,CUST000372,2024-06-07,refunded,check,94.89,0.0
PAY002388,POL002488,CUST004704,2025-06-04,scheduled,cash,780.93,0.0
PAY002389,POL002489,CUST003981,2024-02-11,paid,other,1272.91,1272.91
PAY002390,POL002490,CUST000962,2024-10-15,paid,ach,828.81,0.0
PAY002391,POL002491,CUST003869,2025-01-07,refunded,ach,1438.4,1438.4
PAY002392,POL002492,CUST004962,2025-02-08,reversed,payroll,316.16,316.16
PAY002393,POL002493,CUST001157,2024-11-06,failed,card,484.14,0.0
PAY002394,POL002494,CUST001495,2025-10-28,paid,wire,1857.11,1857.11
PAY002395,POL002495,CUST001208,2024-12-15,paid,other,1853.47,1853.47
PAY002396,POL002496,CUST003810,2025-02-21,paid,card,1272.9,1272.9
PAY002397,POL002497,CUST002908,2026-09-10,refunded,other,1216.92,1216.92
PAY002398,POL002498,CUST004657,2026-02-19,past_due,check,1571.66,1571.66
PAY002399,POL002499,CUST002677,2025-03-16,reversed,payroll,1680.85,1680.85
PAY002400,POL002500,CUST001831,2025-08-26,reversed,payroll,395.95,395.95
PAY002401,POL002501,CUST002352,2026-09-08,past_due,check,1277.22,1277.22
PAY002402,POL002502,CUST003210,2026-05-05,paid,card,1200.26,0.0
PAY002403,POL002503,CUST001225,2024-09-06,refunded,check,1001.03,0.0
PAY002404,POL002504,CUST000693,2026-07-28,paid,card,1009.33,1009.33
PAY002405,POL002505,CUST004070,2024-07-24,paid,check,1113.88,1113.88
PAY002406,POL002506,CUST003902,2025-07-20,paid,ach,333.24,333.24
PAY002407,POL002507,CUST001993,2024-04-29,failed,cash,223.21,223.21
PAY002408,POL002508,CUST001969,2025-06-14,paid,card,1629.11,1629.11
PAY002409,POL002509,CUST003563,2024-08-22,paid,card,534.46,534.46
PAY002410,POL002510,CUST000053,2025-05-01,past_due,other,1906.51,0.0
PAY002411,POL002511,CUST002998,2024-09-25,paid,payroll,335.7,335.7
PAY002412,POL002512,CUST002117,2026-02-09,failed,check,938.4,938.4
PAY002413,POL002513,CUST001487,2024-10-05,paid,cash,1873.92,1873.92
PAY002414,POL002514,CUST002533,2025-04-27,paid,ach,68.61,68.61
PAY002415,POL002515,CUST003664,2026-07-10,paid,cash,205.45,0.0
PAY002416,POL002516,CUST000649,2024-05-08,reversed,other,1837.22,0.0
PAY002417,POL002517,CUST002861,2026-04-12,past_due,payroll,1513.78,1513.78
PAY002418,POL002518,CUST003534,2025-09-19,paid,other,1474.45,0.0
PAY002419,POL002519,CUST004251,2026-06-29,scheduled,ach,934.01,934.01
PAY002420,POL002520,CUST000524,2024-08-14,scheduled,other,205.68,205.68
PAY002421,POL002521,CUST001191,2024-06-07,scheduled,other,854.21,854.21
PAY002422,POL002522,CUST004256,2024-07-17,paid,cash,1695.63,1695.63
PAY002423,POL002523,CUST004721,2024-05-09,scheduled,ach,1461.62,1461.62
PAY002424,POL002524,CUST000463,2024-05-16,failed,cash,1294.26,1294.26
PAY002425,POL002525,CUST000428,2025-05-10,reversed,payroll,1343.35,1343.35
PAY002426,POL002526,CUST000438,2025-10-03,failed,ach,827.24,0.0
PAY002427,POL002527,CUST002671,2025-09-22,failed,check,1892.77,1892.77
PAY002428,POL002528,CUST000127,2024-08-07,past_due,ach,1844.67,0.0
PAY002429,POL002529,CUST002522,2025-07-30,reversed,cash,1258.97,1258.97
PAY002430,POL002530,CUST000422,2024-10-30,past_due,check,1764.38,1764.38
PAY002431,POL002531,CUST000303,2024-10-09,paid,ach,93.01,93.01
PAY002432,POL002532,CUST000388,2025-06-09,reversed,other,282.87,282.87
PAY002433,POL002533,CUST003206,2026-06-26,failed,check,698.59,698.59
PAY002434,POL002534,CUST001812,2025-08-08,paid,other,1982.44,0.0
PAY002435,POL002535,CUST003546,2025-03-24,refunded,check,509.0,509.0
PAY002436,POL002536,CUST004189,2026-06-06,failed,card,1354.74,0.0
PAY002437,POL002537,CUST003971,2025-08-02,past_due,card,1535.23,1535.23
PAY002438,POL002538,CUST002037,2024-04-17,failed,ach,1376.21,1376.21
PAY002439,POL002539,CUST001245,2024-03-06,failed,other,523.94,523.94
PAY002440,POL002540,CUST001249,2025-08-21,paid,payroll,1759.96,1759.96
PAY002441,POL002541,CUST000150,2024-06-03,refunded,ach,1529.1,1529.1
PAY002442,POL002542,CUST002229,2026-05-07,past_due,wire,751.17,751.17
PAY002443,POL002543,CUST000826,2025-08-09,scheduled,check,1998.19,0.0
PAY002444,POL002544,CUST001095,2026-03-22,past_due,card,82.98,82.98
PAY002445,POL002545,CUST001796,2025-04-27,refunded,wire,1593.03,1593.03
PAY002446,POL002546,CUST002156,2024-05-18,paid,cash,646.52,646.52
PAY002447,POL002547,CUST003162,2024-08-03,refunded,wire,272.41,0.0
PAY002448,POL002548,CUST002986,2026-08-06,scheduled,other,456.75,0.0
PAY002449,POL002549,CUST004354,2026-03-10,scheduled,card,1682.11,1682.11
PAY002450,POL002550,CUST000407,2024-12-09,refunded,check,1800.07,0.0
PAY002451,POL002551,CUST001764,2026-02-11,reversed,check,981.94,981.94
PAY002452,POL002552,CUST000436,2024-07-23,paid,cash,1640.32,1640.32
PAY002453,POL002553,CUST002729,2025-06-18,reversed,ach,1790.48,0.0
PAY002454,POL002554,CUST003720,2025-01-01,past_due,cash,1517.49,0.0
PAY002455,POL002555,CUST004346,2024-02-29,reversed,card,506.04,506.04
PAY002456,POL002556,CUST002221,2024-04-24,scheduled,card,698.17,698.17
PAY002457,POL002557,CUST003721,2026-04-13,paid,check,74.37,74.37
PAY002458,POL002558,CUST003400,2024-04-11,paid,wire,743.36,0.0
PAY002459,POL002559,CUST002380,2024-08-19,paid,cash,1859.71,0.0
PAY002460,POL002560,CUST004066,2024-04-03,scheduled,payroll,480.24,0.0
PAY002461,POL002561,CUST000374,2025-02-08,paid,payroll,1353.78,1353.78
PAY002462,POL002562,CUST004597,2026-05-17,reversed,check,65.49,65.49
PAY002463,POL002563,CUST004181,2025-01-28,paid,payroll,470.65,470.65
PAY002464,POL002564,CUST000793,2025-09-09,paid,payroll,528.63,528.63
PAY002465,POL002565,CUST002746,2026-06-30,reversed,card,123.87,0.0
PAY002466,POL002566,CUST002956,2024-10-28,paid,card,1149.72,0.0
PAY002467,POL002567,CUST000932,2026-07-22,paid,wire,1698.79,1698.79
PAY002468,POL002568,CUST002372,2025-06-08,paid,cash,872.69,872.69
PAY002469,POL002569,CUST001440,2025-12-12,paid,check,1532.05,1532.05
PAY002470,POL002570,CUST003116,2024-05-17,scheduled,payroll,678.58,678.58
PAY002471,POL002571,CUST004476,2026-05-23,failed,payroll,1161.82,1161.82
PAY002472,POL002572,CUST000985,2025-06-13,paid,wire,735.67,735.67
PAY002473,POL002573,CUST004324,2024-09-28,past_due,card,943.95,0.0
PAY002474,POL002574,CUST003905,2025-12-13,failed,check,1581.01,1581.01
PAY002475,POL002575,CUST002798,2025-10-16,paid,check,1892.17,0.0
PAY002476,POL002576,CUST004152,2024-11-16,reversed,ach,770.07,770.07
PAY002477,POL002577,CUST004146,2025-03-24,failed,ach,408.27,408.27
PAY002478,POL002578,CUST001033,2024-10-18,paid,payroll,1767.91,1767.91
PAY002479,POL002579,CUST001941,2024-05-11,scheduled,cash,1838.71,1838.71
PAY002480,POL002580,CUST000714,2026-04-05,scheduled,card,1079.78,1079.78
PAY002481,POL002581,CUST000961,2024-01-22,paid,payroll,1692.82,1692.82
PAY002482,POL002582,CUST002864,2025-02-18,paid,card,1122.45,1122.45
PAY002483,POL002583,CUST000784,2025-07-02,reversed,other,625.4,625.4
PAY002484,POL002584,CUST002873,2024-05-05,paid,wire,1528.39,0.0
PAY002485,POL002585,CUST004242,2026-08-18,paid,cash,848.5,0.0
PAY002486,POL002586,CUST004026,2024-10-04,failed,card,355.5,355.5
PAY002487,POL002587,CUST003067,2025-01-28,paid,ach,1182.38,0.0
PAY002488,POL002588,CUST000833,2024-11-03,paid,card,1749.11,1749.11
PAY002489,POL002589,CUST001552,2024-09-02,scheduled,payroll,765.91,765.91
PAY002490,POL002590,CUST003826,2026-07-24,paid,ach,393.94,393.94
PAY002491,POL002591,CUST004240,2026-06-28,refunded,ach,515.98,515.98
PAY002492,POL002592,CUST000562,2025-07-01,paid,check,1571.55,1571.55
PAY002493,POL002593,CUST001601,2025-03-14,failed,check,1522.69,1522.69
PAY002494,POL002594,CUST002554,2024-09-30,scheduled,wire,1090.0,0.0
PAY002495,POL002595,CUST000057,2025-04-20,failed,cash,910.49,910.49
PAY002496,POL002596,CUST000390,2024-06-25,paid,cash,1633.6,1633.6
PAY002497,POL002597,CUST001453,2025-08-27,paid,card,555.05,555.05
PAY002498,POL002598,CUST003744,2024-07-28,scheduled,wire,376.58,376.58
PAY002499,POL002599,CUST002655,2024-12-31,failed,cash,827.11,0.0
PAY002500,POL002600,CUST002720,2025-09-14,reversed,payroll,990.61,990.61
PAY002501,POL002601,CUST001154,2025-10-22,paid,cash,1660.93,1660.93
PAY002502,POL002602,CUST000430,2026-04-24,paid,payroll,283.71,0.0
PAY002503,POL002603,CUST002501,2026-01-17,paid,other,884.07,884.07
PAY002504,POL002604,CUST004813,2025-09-15,scheduled,cash,1870.34,1870.34
PAY002505,POL002605,CUST000209,2025-10-06,scheduled,ach,1677.56,1677.56
PAY002506,POL002606,CUST000091,2024-11-28,failed,cash,1374.89,1374.89
PAY002507,POL002607,CUST003169,2026-02-14,paid,card,1437.83,1437.83
PAY002508,POL002608,CUST003558,2024-05-13,reversed,payroll,794.81,794.81
PAY002509,POL002609,CUST002364,2024-08-09,paid,wire,1414.95,1414.95
PAY002510,POL002610,CUST004712,2026-09-13,failed,cash,614.95,0.0
PAY002511,POL002611,CUST003789,2025-06-10,paid,wire,817.55,817.55
PAY002512,POL002612,CUST002463,2024-11-18,failed,ach,127.36,127.36
PAY002513,POL002613,CUST003954,2024-06-15,reversed,ach,1779.92,1779.92
PAY002514,POL002614,CUST003756,2024-01-28,paid,other,1090.0,1090.0
PAY002515,POL002615,CUST004204,2026-01-13,paid,check,1348.52,1348.52
PAY002516,POL002616,CUST003508,2026-02-18,past_due,wire,811.87,811.87
PAY002517,POL002617,CUST000658,2025-01-20,refunded,other,1682.24,1682.24
PAY002518,POL002618,CUST004226,2026-04-13,refunded,other,553.72,553.72
PAY002519,POL002619,CUST002469,2024-11-30,past_due,cash,1057.47,1057.47
PAY002520,POL002620,CUST002717,2025-10-11,failed,ach,1390.36,1390.36
PAY002521,POL002621,CUST001893,2026-04-13,scheduled,wire,1735.18,1735.18
PAY002522,POL002622,CUST002966,2026-08-30,reversed,cash,689.26,0.0
PAY002523,POL002623,CUST002039,2024-06-08,past_due,payroll,1650.82,1650.82
PAY002524,POL002624,CUST004016,2026-01-26,refunded,other,1273.1,0.0
PAY002525,POL002625,CUST000175,2024-12-20,failed,card,1457.9,0.0
PAY002526,POL002626,CUST002096,2025-03-12,paid,cash,1556.45,0.0
PAY002527,POL002627,CUST000864,2025-07-10,refunded,wire,271.25,271.25
PAY002528,POL002628,CUST001748,2024-02-01,past_due,check,393.38,393.38
PAY002529,POL002629,CUST001718,2024-11-29,past_due,cash,322.27,322.27
PAY002530,POL002630,CUST003421,2025-04-20,past_due,other,861.94,861.94
PAY002531,POL002631,CUST002125,2024-10-17,scheduled,other,1928.56,0.0
PAY002532,POL002632,CUST001091,2024-09-13,scheduled,other,194.54,0.0
PAY002533,POL002633,CUST003890,2026-01-22,reversed,ach,1094.53,1094.53
PAY002534,POL002634,CUST003218,2026-08-15,failed,card,1733.4,1733.4
PAY002535,POL002635,CUST000643,2025-10-19,paid,cash,1540.55,0.0
PAY002536,POL002636,CUST003463,2025-08-27,paid,payroll,1793.26,1793.26
PAY002537,POL002637,CUST003222,2025-07-13,reversed,cash,288.65,288.65
PAY002538,POL002638,CUST000333,2025-02-27,paid,card,231.5,231.5
PAY002539,POL002639,CUST002796,2026-03-14,refunded,other,278.17,0.0
PAY002540,POL002640,CUST004491,2025-12-12,paid,cash,1726.59,1726.59
PAY002541,POL002641,CUST004581,2024-07-26,reversed,card,267.44,267.44
PAY002542,POL002642,CUST000055,2024-03-05,failed,ach,337.38,337.38
PAY002543,POL002643,CUST004779,2025-06-30,scheduled,payroll,728.92,728.92
PAY002544,POL002644,CUST004973,2024-02-08,paid,payroll,1248.87,1248.87
PAY002545,POL002645,CUST004662,2024-12-31,paid,wire,959.46,959.46
PAY002546,POL002646,CUST000887,2025-09-26,failed,card,1341.91,1341.91
PAY002547,POL002647,CUST003770,2026-08-15,paid,check,492.9,492.9
PAY002548,POL002648,CUST000072,2026-07-19,paid,other,64.53,0.0
PAY002549,POL002649,CUST002678,2026-04-13,failed,wire,1097.02,1097.02
PAY002550,POL002650,CUST001675,2025-07-03,reversed,cash,287.14,287.14
PAY002551,POL002651,CUST004859,2026-07-21,failed,ach,746.54,0.0
PAY002552,POL002652,CUST004367,2026-06-06,past_due,payroll,1321.34,1321.34
PAY002553,POL002653,CUST000550,2024-11-11,refunded,ach,1494.65,1494.65
PAY002554,POL002654,CUST002074,2025-01-19,paid,card,622.91,622.91
PAY002555,POL002655,CUST002378,2025-11-10,paid,cash,1825.34,1825.34
PAY002556,POL002656,CUST000544,2025-11-28,paid,other,582.83,0.0
PAY002557,POL002657,CUST004697,2024-07-16,failed,wire,1815.42,1815.42
PAY002558,POL002658,CUST002709,2026-06-14,paid,check,1725.0,1725.0
PAY002559,POL002659,CUST004272,2025-12-29,past_due,other,447.33,447.33
PAY002560,POL002660,CUST004648,2025-04-24,paid,check,1773.56,0.0
PAY002561,POL002661,CUST004491,2025-12-01,reversed,wire,210.73,210.73
PAY002562,POL002662,CUST004196,2024-06-06,paid,wire,136.32,136.32
PAY002563,POL002663,CUST004791,2025-02-08,reversed,other,840.77,840.77
PAY002564,POL002664,CUST002391,2024-08-15,paid,other,210.21,210.21
PAY002565,POL002665,CUST001984,2026-03-26,paid,payroll,585.57,585.57
PAY002566,POL002666,CUST003290,2024-07-02,failed,payroll,1510.4,1510.4
PAY002567,POL002667,CUST003375,2026-07-29,refunded,ach,1062.74,0.0
PAY002568,POL002668,CUST004710,2024-11-26,refunded,ach,978.49,0.0
PAY002569,POL002669,CUST002370,2026-04-20,paid,cash,401.68,401.68
PAY002570,POL002670,CUST002265,2026-07-06,past_due,wire,213.88,0.0
PAY002571,POL002671,CUST002765,2024-08-10,failed,check,1709.72,0.0
PAY002572,POL002672,CUST001450,2025-07-21,past_due,payroll,344.82,344.82
PAY002573,POL002673,CUST001249,2024-05-24,past_due,ach,1991.86,0.0
PAY002574,POL002674,CUST004399,2026-05-08,past_due,wire,1901.23,1901.23
PAY002575,POL002675,CUST003835,2026-01-25,paid,ach,1855.8,0.0
PAY002576,POL002676,CUST000832,2025-01-08,paid,ach,1113.73,1113.73
PAY002577,POL002677,CUST001747,2024-05-24,paid,cash,497.59,497.59
PAY002578,POL002678,CUST001960,2026-02-26,scheduled,payroll,865.73,865.73
PAY002579,POL002679,CUST001931,2024-05-16,paid,check,537.26,537.26
PAY002580,POL002680,CUST003013,2024-08-08,reversed,card,1932.7,1932.7
PAY002581,POL002681,CUST002649,2026-06-03,reversed,other,1076.04,1076.04
PAY002582,POL002682,CUST001527,2026-04-03,paid,payroll,1778.57,0.0
PAY002583,POL002683,CUST002060,2025-05-24,scheduled,wire,864.99,0.0
PAY002584,POL002684,CUST000823,2024-11-05,paid,card,1867.35,0.0
PAY002585,POL002685,CUST004419,2024-05-21,paid,wire,1494.57,0.0
PAY002586,POL002686,CUST001618,2024-08-27,scheduled,ach,87.14,87.14
PAY002587,POL002687,CUST000241,2024-09-11,paid,payroll,703.26,703.26
PAY002588,POL002688,CUST002915,2026-02-24,paid,card,1993.95,0.0
PAY002589,POL002689,CUST000721,2025-10-30,reversed,ach,180.94,180.94
PAY002590,POL002690,CUST002470,2025-06-18,failed,check,1039.26,0.0
PAY002591,POL002691,CUST002664,2025-02-02,past_due,card,1012.56,1012.56
PAY002592,POL002692,CUST004880,2025-07-18,refunded,payroll,77.01,77.01
PAY002593,POL002693,CUST003329,2024-12-03,paid,card,478.92,478.92
PAY002594,POL002694,CUST001813,2024-03-19,paid,payroll,1608.94,0.0
PAY002595,POL002695,CUST003175,2025-08-01,past_due,check,1944.17,1944.17
PAY002596,POL002696,CUST000626,2024-07-16,paid,wire,1737.73,1737.73
PAY002597,POL002697,CUST004121,2025-04-18,failed,wire,1252.15,1252.15
PAY002598,POL002698,CUST001613,2024-08-13,refunded,wire,1993.31,1993.31
PAY002599,POL002699,CUST004679,2026-08-22,paid,check,1978.92,1978.92
PAY002600,POL002700,CUST004958,2024-07-01,paid,payroll,1085.46,1085.46
PAY002601,POL002701,CUST001370,2025-08-19,paid,check,1816.12,0.0
PAY002602,POL002702,CUST002143,2026-05-29,refunded,payroll,1834.79,1834.79
PAY002603,POL002703,CUST003941,2026-03-28,failed,check,1023.97,1023.97
PAY002604,POL002704,CUST001524,2025-03-14,scheduled,cash,1364.75,1364.75
PAY002605,POL002705,CUST000730,2026-07-14,refunded,ach,426.08,426.08
PAY002606,POL002706,CUST004596,2026-07-05,refunded,card,275.28,275.28
PAY002607,POL002707,CUST000010,2024-06-21,past_due,wire,429.11,429.11
PAY002608,POL002708,CUST004643,2024-07-13,scheduled,card,1008.98,0.0
PAY002609,POL002709,CUST004425,2026-04-13,paid,ach,743.72,743.72
PAY002610,POL002710,CUST001010,2024-05-29,paid,check,1341.73,1341.73
PAY002611,POL002711,CUST002673,2025-09-29,paid,check,1727.06,1727.06
PAY002612,POL002712,CUST001507,2024-04-11,refunded,card,284.59,284.59
PAY002613,POL002713,CUST000587,2026-04-13,paid,card,725.7,0.0
